Site;Depth;Quadrat;Genus;Species;Size;Status;Observations;Photo_Number
Moorea;20;17;Fungia;NA;Big;Bleached;0;
Moorea;20;17;Fungia;NA;Big;Pale;0;
Moorea;20;17;Fungia;NA;Big;Healthy;0;
Moorea;20;17;Fungia;NA;Medium;Dead;0;
Moorea;20;17;Fungia;NA;Medium;Bleached;0;
Moorea;20;17;Fungia;NA;Medium;Pale;0;
Moorea;20;17;Fungia;NA;Medium;Healthy;0;
Moorea;20;17;Fungia;NA;Small;Dead;0;
Moorea;20;17;Fungia;NA;Small;Bleached;0;
Moorea;20;17;Fungia;NA;Small;Pale;0;
Moorea;20;17;Fungia;NA;Small;Healthy;1;
Moorea;20;17;Astrea;curta;Big;Dead;0;
Moorea;20;17;Astrea;curta;Big;Bleached;0;
Moorea;20;17;Astrea;curta;Big;Pale;0;
Moorea;20;17;Astrea;curta;Big;Healthy;0;
Moorea;20;17;Astrea;curta;Medium;Dead;0;
Moorea;20;17;Astrea;curta;Medium;Bleached;0;
Moorea;20;17;Astrea;curta;Medium;Pale;0;
Moorea;20;17;Astrea;curta;Medium;Healthy;0;
Moorea;20;17;Astrea;curta;Small;Dead;0;
Moorea;20;17;Astrea;curta;Small;Bleached;0;
Moorea;20;17;Astrea;curta;Small;Pale;0;
Moorea;20;17;Astrea;curta;Small;Healthy;1;
Moorea;20;18;Pocillopora;verrucosa;Big;Dead;0;3796
Moorea;20;18;Pocillopora;verrucosa;Big;Bleached;0;
Moorea;20;18;Pocillopora;verrucosa;Big;Pale;0;
Moorea;20;18;Pocillopora;verrucosa;Big;Healthy;1;
Moorea;20;18;Pocillopora;verrucosa;Medium;Dead;0;
Moorea;20;18;Pocillopora;verrucosa;Medium;Bleached;0;
Moorea;20;18;Pocillopora;verrucosa;Medium;Pale;1;
Moorea;20;18;Pocillopora;verrucosa;Medium;Healthy;5;
Moorea;20;18;Pocillopora;verrucosa;Small;Dead;0;
Moorea;20;18;Pocillopora;verrucosa;Small;Bleached;0;
Moorea;20;18;Pocillopora;verrucosa;Small;Pale;0;
Moorea;20;18;Pocillopora;verrucosa;Small;Healthy;1;
Moorea;20;18;Fungia;NA;Big;Dead;0;
Moorea;20;18;Fungia;NA;Big;Bleached;0;
Moorea;20;18;Fungia;NA;Big;Pale;0;
Moorea;20;18;Fungia;NA;Big;Healthy;0;
Moorea;20;18;Fungia;NA;Medium;Dead;0;
Moorea;20;18;Fungia;NA;Medium;Bleached;0;
Moorea;20;18;Fungia;NA;Medium;Pale;1;
Moorea;20;18;Fungia;NA;Medium;Healthy;2;
Moorea;20;18;Fungia;NA;Small;Dead;0;
Moorea;20;18;Fungia;NA;Small;Bleached;0;
Moorea;20;18;Fungia;NA;Small;Pale;0;
Moorea;20;18;Fungia;NA;Small;Healthy;2;
Moorea;20;18;Pavona;chiriquiensis;Big;Dead;0;
Moorea;20;18;Pavona;chiriquiensis;Big;Bleached;0;
Moorea;20;18;Pavona;chiriquiensis;Big;Pale;0;
Moorea;20;18;Pavona;chiriquiensis;Big;Healthy;0;
Moorea;20;18;Pavona;chiriquiensis;Medium;Dead;0;
Moorea;20;18;Pavona;chiriquiensis;Medium;Bleached;0;
Moorea;20;18;Pavona;chiriquiensis;Medium;Pale;1;
Moorea;20;18;Pavona;chiriquiensis;Medium;Healthy;0;
Moorea;20;18;Pavona;chiriquiensis;Small;Dead;0;
Moorea;20;18;Pavona;chiriquiensis;Small;Bleached;0;
Moorea;20;18;Pavona;chiriquiensis;Small;Pale;0;
Moorea;20;18;Pavona;chiriquiensis;Small;Healthy;1;
Moorea;20;18;Leptoseris;incrustans;Big;Dead;0;
Moorea;20;18;Leptoseris;incrustans;Big;Bleached;0;
Moorea;20;18;Leptoseris;incrustans;Big;Pale;0;
Moorea;20;18;Leptoseris;incrustans;Big;Healthy;0;
Moorea;20;18;Leptoseris;incrustans;Medium;Dead;0;
Moorea;20;18;Leptoseris;incrustans;Medium;Bleached;0;
Moorea;20;18;Leptoseris;incrustans;Medium;Pale;0;
Moorea;20;18;Leptoseris;incrustans;Medium;Healthy;1;
Moorea;20;18;Leptoseris;incrustans;Small;Dead;0;
Moorea;20;18;Leptoseris;incrustans;Small;Bleached;0;
Moorea;20;18;Leptoseris;incrustans;Small;Pale;0;
Moorea;20;18;Leptoseris;incrustans;Small;Healthy;1;
Moorea;20;18;Astreopora;NA;Big;Dead;0;
Moorea;20;18;Astreopora;NA;Big;Bleached;0;
Moorea;20;18;Astreopora;NA;Big;Pale;0;
Moorea;20;18;Astreopora;NA;Big;Healthy;0;
Moorea;20;18;Astreopora;NA;Medium;Dead;0;
Moorea;20;18;Astreopora;NA;Medium;Bleached;0;
Moorea;20;18;Astreopora;NA;Medium;Pale;0;
Moorea;20;18;Astreopora;NA;Medium;Healthy;0;
Moorea;20;18;Astreopora;NA;Small;Dead;0;
Moorea;20;18;Astreopora;NA;Small;Bleached;1;
Moorea;20;18;Astreopora;NA;Small;Pale;0;
Moorea;20;18;Astreopora;NA;Small;Healthy;0;
Moorea;20;19;Pocillopora;verrucosa;Big;Dead;0;
Moorea;20;19;Pocillopora;verrucosa;Big;Bleached;0;
Moorea;20;19;Pocillopora;verrucosa;Big;Pale;0;
Moorea;20;19;Pocillopora;verrucosa;Big;Healthy;0;
Moorea;20;19;Pocillopora;verrucosa;Medium;Dead;0;
Moorea;20;19;Pocillopora;verrucosa;Medium;Bleached;1;
Moorea;20;19;Pocillopora;verrucosa;Medium;Pale;2;
Moorea;20;19;Pocillopora;verrucosa;Medium;Healthy;8;
Moorea;20;19;Pocillopora;verrucosa;Small;Dead;0;
Moorea;20;19;Pocillopora;verrucosa;Small;Bleached;0;
Moorea;20;19;Pocillopora;verrucosa;Small;Pale;0;
Moorea;20;19;Pocillopora;verrucosa;Small;Healthy;0;
Moorea;20;19;Acropora;NA;Big;Dead;0;
Moorea;20;19;Acropora;NA;Big;Bleached;0;
Moorea;20;19;Acropora;NA;Big;Pale;0;
Moorea;20;19;Acropora;NA;Big;Healthy;0;
Moorea;20;19;Acropora;NA;Medium;Dead;0;
Moorea;20;19;Acropora;NA;Medium;Bleached;0;
Moorea;20;19;Acropora;NA;Medium;Pale;0;
Moorea;20;19;Acropora;NA;Medium;Healthy;1;
Moorea;20;19;Acropora;NA;Small;Dead;0;
Moorea;20;19;Acropora;NA;Small;Bleached;0;
Moorea;20;19;Acropora;NA;Small;Pale;0;
Moorea;20;19;Acropora;NA;Small;Healthy;0;
Moorea;20;19;Sandalolitha;NA;Big;Dead;0;
Moorea;20;19;Sandalolitha;NA;Big;Bleached;0;
Moorea;20;19;Sandalolitha;NA;Big;Pale;0;
Moorea;20;19;Sandalolitha;NA;Big;Healthy;0;
Moorea;20;19;Sandalolitha;NA;Medium;Dead;0;
Moorea;20;19;Sandalolitha;NA;Medium;Bleached;1;
Moorea;20;19;Sandalolitha;NA;Medium;Pale;0;
Moorea;20;19;Sandalolitha;NA;Medium;Healthy;1;
Moorea;20;19;Sandalolitha;NA;Small;Dead;0;
Moorea;20;19;Sandalolitha;NA;Small;Bleached;0;
Moorea;20;19;Sandalolitha;NA;Small;Pale;0;
Moorea;20;19;Sandalolitha;NA;Small;Healthy;0;
Moorea;20;19;Leptoseris;incrustans;Big;Dead;0;
Moorea;20;19;Leptoseris;incrustans;Big;Bleached;0;
Moorea;20;19;Leptoseris;incrustans;Big;Pale;0;
Moorea;20;19;Leptoseris;incrustans;Big;Healthy;0;
Moorea;20;19;Leptoseris;incrustans;Medium;Dead;0;
Moorea;20;19;Leptoseris;incrustans;Medium;Bleached;1;
Moorea;20;19;Leptoseris;incrustans;Medium;Pale;0;
Moorea;20;19;Leptoseris;incrustans;Medium;Healthy;1;
Moorea;20;19;Leptoseris;incrustans;Small;Dead;0;
Moorea;20;19;Leptoseris;incrustans;Small;Bleached;1;
Moorea;20;19;Leptoseris;incrustans;Small;Pale;0;
Moorea;20;19;Leptoseris;incrustans;Small;Healthy;1;
Moorea;20;19;Astrea;curta;Big;Dead;0;
Moorea;20;19;Astrea;curta;Big;Bleached;0;
Moorea;20;19;Astrea;curta;Big;Pale;0;
Moorea;20;19;Astrea;curta;Big;Healthy;0;
Moorea;20;19;Astrea;curta;Medium;Dead;0;
Moorea;20;19;Astrea;curta;Medium;Bleached;0;
Moorea;20;19;Astrea;curta;Medium;Pale;1;
Moorea;20;19;Astrea;curta;Medium;Healthy;0;
Moorea;20;19;Astrea;curta;Small;Dead;0;
Moorea;20;19;Astrea;curta;Small;Bleached;0;
Moorea;20;19;Astrea;curta;Small;Pale;0;
Moorea;20;19;Astrea;curta;Small;Healthy;0;
Moorea;20;19;Pavona;chiriquiensis;Big;Dead;0;
Moorea;20;19;Pavona;chiriquiensis;Big;Bleached;0;
Moorea;20;19;Pavona;chiriquiensis;Big;Pale;0;
Moorea;20;19;Pavona;chiriquiensis;Big;Healthy;0;
Moorea;20;19;Pavona;chiriquiensis;Medium;Dead;0;
Moorea;20;19;Pavona;chiriquiensis;Medium;Bleached;0;
Moorea;20;19;Pavona;chiriquiensis;Medium;Pale;0;
Moorea;20;19;Pavona;chiriquiensis;Medium;Healthy;0;
Moorea;20;19;Pavona;chiriquiensis;Small;Dead;0;
Moorea;20;19;Pavona;chiriquiensis;Small;Bleached;0;
Moorea;20;19;Pavona;chiriquiensis;Small;Pale;0;
Moorea;20;19;Pavona;chiriquiensis;Small;Healthy;2;
Moorea;20;19;Montipora;encrusting;Big;Dead;0;
Moorea;20;19;Montipora;encrusting;Big;Bleached;0;
Moorea;20;19;Montipora;encrusting;Big;Pale;0;
Moorea;20;19;Montipora;encrusting;Big;Healthy;0;
Moorea;20;19;Montipora;encrusting;Medium;Dead;0;
Moorea;20;19;Montipora;encrusting;Medium;Bleached;0;
Moorea;20;19;Montipora;encrusting;Medium;Pale;0;
Moorea;20;19;Montipora;encrusting;Medium;Healthy;0;
Moorea;20;19;Montipora;encrusting;Small;Dead;0;
Moorea;20;19;Montipora;encrusting;Small;Bleached;0;
Moorea;20;19;Montipora;encrusting;Small;Pale;1;
Moorea;20;19;Montipora;encrusting;Small;Healthy;0;
Moorea;20;19;Fungia;NA;Big;Dead;0;
Moorea;20;19;Fungia;NA;Big;Bleached;0;
Moorea;20;19;Fungia;NA;Big;Pale;0;
Moorea;20;19;Fungia;NA;Big;Healthy;0;
Moorea;20;19;Fungia;NA;Medium;Dead;0;
Moorea;20;19;Fungia;NA;Medium;Bleached;0;
Moorea;20;19;Fungia;NA;Medium;Pale;0;
Moorea;20;19;Fungia;NA;Medium;Healthy;1;
Moorea;20;19;Fungia;NA;Small;Dead;0;
Moorea;20;19;Fungia;NA;Small;Bleached;0;
Moorea;20;19;Fungia;NA;Small;Pale;0;
Moorea;20;19;Fungia;NA;Small;Healthy;2;
Moorea;20;20;Acropora;NA;Big;Dead;0;
Moorea;20;20;Acropora;NA;Big;Bleached;1;
Moorea;20;20;Acropora;NA;Big;Pale;0;
Moorea;20;20;Acropora;NA;Big;Healthy;0;
Moorea;20;20;Acropora;NA;Medium;Dead;0;
Moorea;20;20;Acropora;NA;Medium;Bleached;0;
Moorea;20;20;Acropora;NA;Medium;Pale;0;
Moorea;20;20;Acropora;NA;Medium;Healthy;0;
Moorea;20;20;Acropora;NA;Small;Dead;0;
Moorea;20;20;Acropora;NA;Small;Bleached;0;
Moorea;20;20;Acropora;NA;Small;Pale;0;
Moorea;20;20;Acropora;NA;Small;Healthy;0;
Moorea;20;20;Pocillopora;verrucosa;Big;Dead;0;
Moorea;20;20;Pocillopora;verrucosa;Big;Bleached;0;
Moorea;20;20;Pocillopora;verrucosa;Big;Pale;0;
Moorea;20;20;Pocillopora;verrucosa;Big;Healthy;1;
Moorea;20;20;Pocillopora;verrucosa;Medium;Dead;0;
Moorea;20;20;Pocillopora;verrucosa;Medium;Bleached;0;
Moorea;20;20;Pocillopora;verrucosa;Medium;Pale;2;
Moorea;20;20;Pocillopora;verrucosa;Medium;Healthy;3;
Moorea;20;20;Pocillopora;verrucosa;Small;Dead;0;
Moorea;20;20;Pocillopora;verrucosa;Small;Bleached;0;
Moorea;20;20;Pocillopora;verrucosa;Small;Pale;0;
Moorea;20;20;Pocillopora;verrucosa;Small;Healthy;1;
Moorea;20;20;Leptoseris;incrustans;Big;Dead;0;
Moorea;20;20;Leptoseris;incrustans;Big;Bleached;0;
Moorea;20;20;Leptoseris;incrustans;Big;Pale;0;
Moorea;20;20;Leptoseris;incrustans;Big;Healthy;0;
Moorea;20;20;Leptoseris;incrustans;Medium;Dead;0;
Moorea;20;20;Leptoseris;incrustans;Medium;Bleached;0;
Moorea;20;20;Leptoseris;incrustans;Medium;Pale;0;
Moorea;20;20;Leptoseris;incrustans;Medium;Healthy;0;
Moorea;20;20;Leptoseris;incrustans;Small;Dead;0;
Moorea;20;20;Leptoseris;incrustans;Small;Bleached;0;
Moorea;20;20;Leptoseris;incrustans;Small;Pale;1;
Moorea;20;20;Leptoseris;incrustans;Small;Healthy;2;
Moorea;20;21;Montipora;encrusting;Big;Dead;0;
Moorea;20;21;Montipora;encrusting;Big;Bleached;1;
Moorea;20;21;Montipora;encrusting;Big;Pale;0;
Moorea;20;21;Montipora;encrusting;Big;Healthy;0;
Moorea;20;21;Montipora;encrusting;Medium;Dead;0;
Moorea;20;21;Montipora;encrusting;Medium;Bleached;0;
Moorea;20;21;Montipora;encrusting;Medium;Pale;0;
Moorea;20;21;Montipora;encrusting;Medium;Healthy;0;
Moorea;20;21;Montipora;encrusting;Small;Dead;0;
Moorea;20;21;Montipora;encrusting;Small;Bleached;0;
Moorea;20;21;Montipora;encrusting;Small;Pale;0;
Moorea;20;21;Montipora;encrusting;Small;Healthy;0;
Moorea;20;21;Pocillopora;verrucosa;Big;Dead;0;
Moorea;20;21;Pocillopora;verrucosa;Big;Bleached;0;
Moorea;20;21;Pocillopora;verrucosa;Big;Pale;0;
Moorea;20;21;Pocillopora;verrucosa;Big;Healthy;0;
Moorea;20;21;Pocillopora;verrucosa;Medium;Dead;0;
Moorea;20;21;Pocillopora;verrucosa;Medium;Bleached;0;
Moorea;20;21;Pocillopora;verrucosa;Medium;Pale;1;
Moorea;20;21;Pocillopora;verrucosa;Medium;Healthy;4;
Moorea;20;21;Pocillopora;verrucosa;Small;Dead;0;
Moorea;20;21;Pocillopora;verrucosa;Small;Bleached;0;
Moorea;20;21;Pocillopora;verrucosa;Small;Pale;0;
Moorea;20;21;Pocillopora;verrucosa;Small;Healthy;1;
Moorea;20;21;Acropora;NA;Big;Dead;0;
Moorea;20;21;Acropora;NA;Big;Bleached;0;
Moorea;20;21;Acropora;NA;Big;Pale;1;
Moorea;20;21;Acropora;NA;Big;Healthy;0;
Moorea;20;21;Acropora;NA;Medium;Dead;0;
Moorea;20;21;Acropora;NA;Medium;Bleached;0;
Moorea;20;21;Acropora;NA;Medium;Pale;0;
Moorea;20;21;Acropora;NA;Medium;Healthy;0;
Moorea;20;21;Acropora;NA;Small;Dead;0;
Moorea;20;21;Acropora;NA;Small;Bleached;0;
Moorea;20;21;Acropora;NA;Small;Pale;0;
Moorea;20;21;Acropora;NA;Small;Healthy;0;
Moorea;20;21;Porites;massive;Big;Dead;0;
Moorea;20;21;Porites;massive;Big;Bleached;0;
Moorea;20;21;Porites;massive;Big;Pale;0;
Moorea;20;21;Porites;massive;Big;Healthy;0;
Moorea;20;21;Porites;massive;Medium;Dead;0;
Moorea;20;21;Porites;massive;Medium;Bleached;0;
Moorea;20;21;Porites;massive;Medium;Pale;0;
Moorea;20;21;Porites;massive;Medium;Healthy;1;
Moorea;20;21;Porites;massive;Small;Dead;0;
Moorea;20;21;Porites;massive;Small;Bleached;0;
Moorea;20;21;Porites;massive;Small;Pale;0;
Moorea;20;21;Porites;massive;Small;Healthy;0;
Moorea;20;21;Astrea;curta;Big;Dead;0;
Moorea;20;21;Astrea;curta;Big;Bleached;0;
Moorea;20;21;Astrea;curta;Big;Pale;0;
Moorea;20;21;Astrea;curta;Big;Healthy;0;
Moorea;20;21;Astrea;curta;Medium;Dead;0;
Moorea;20;21;Astrea;curta;Medium;Bleached;0;
Moorea;20;21;Astrea;curta;Medium;Pale;0;
Moorea;20;21;Astrea;curta;Medium;Healthy;0;
Moorea;20;21;Astrea;curta;Small;Dead;0;
Moorea;20;21;Astrea;curta;Small;Bleached;0;
Moorea;20;21;Astrea;curta;Small;Pale;1;
Moorea;20;21;Astrea;curta;Small;Healthy;0;
Moorea;20;21;Leptoseris;incrustans;Big;Dead;0;
Moorea;20;22;Sandalolitha;NA;Big;Dead;0;
Moorea;20;22;Sandalolitha;NA;Big;Bleached;0;
Moorea;20;22;Sandalolitha;NA;Big;Pale;1;
Moorea;20;22;Sandalolitha;NA;Big;Healthy;0;
Moorea;20;22;Sandalolitha;NA;Medium;Dead;0;
Moorea;20;22;Sandalolitha;NA;Medium;Bleached;0;
Moorea;20;22;Sandalolitha;NA;Medium;Pale;0;
Moorea;20;22;Sandalolitha;NA;Medium;Healthy;0;
Moorea;20;22;Sandalolitha;NA;Small;Dead;0;
Moorea;20;22;Sandalolitha;NA;Small;Bleached;0;
Moorea;20;22;Sandalolitha;NA;Small;Pale;0;
Moorea;20;22;Sandalolitha;NA;Small;Healthy;0;
Moorea;20;22;Fungia;NA;Big;Dead;0;
Moorea;20;22;Fungia;NA;Big;Bleached;0;
Moorea;20;22;Fungia;NA;Big;Pale;0;
Moorea;20;22;Fungia;NA;Big;Healthy;0;
Moorea;20;22;Fungia;NA;Medium;Dead;0;
Moorea;20;22;Fungia;NA;Medium;Bleached;0;
Moorea;20;22;Fungia;NA;Medium;Pale;0;
Moorea;20;22;Fungia;NA;Medium;Healthy;1;
Moorea;20;22;Fungia;NA;Small;Dead;0;
Moorea;20;22;Fungia;NA;Small;Bleached;0;
Moorea;20;22;Fungia;NA;Small;Pale;0;
Moorea;20;22;Fungia;NA;Small;Healthy;1;
Moorea;20;22;Pocillopora;verrucosa;Big;Dead;0;
Moorea;20;22;Pocillopora;verrucosa;Big;Bleached;0;
Moorea;20;22;Pocillopora;verrucosa;Big;Pale;1;
Moorea;20;22;Pocillopora;verrucosa;Big;Healthy;0;
Moorea;20;22;Pocillopora;verrucosa;Medium;Dead;1;
Moorea;20;22;Pocillopora;verrucosa;Medium;Bleached;2;
Moorea;20;22;Pocillopora;verrucosa;Medium;Pale;1;
Moorea;20;22;Pocillopora;verrucosa;Medium;Healthy;3;
Moorea;20;22;Pocillopora;verrucosa;Small;Dead;0;
Moorea;20;22;Pocillopora;verrucosa;Small;Bleached;0;
Moorea;20;22;Pocillopora;verrucosa;Small;Pale;0;
Moorea;20;22;Pocillopora;verrucosa;Small;Healthy;0;
Moorea;20;22;Porites;massive;Big;Dead;0;
Moorea;20;22;Porites;massive;Big;Bleached;0;
Moorea;20;22;Porites;massive;Big;Pale;1;
Moorea;20;22;Porites;massive;Big;Healthy;0;
Moorea;20;22;Porites;massive;Medium;Dead;0;
Moorea;20;22;Porites;massive;Medium;Bleached;0;
Moorea;20;22;Porites;massive;Medium;Pale;0;
Moorea;20;22;Porites;massive;Medium;Healthy;0;
Moorea;20;22;Porites;massive;Small;Dead;0;
Moorea;20;22;Porites;massive;Small;Bleached;0;
Moorea;20;22;Porites;massive;Small;Pale;0;
Moorea;20;22;Porites;massive;Small;Healthy;1;
Moorea;20;22;Leptoseris;incrustans;Big;Dead;0;
Moorea;20;22;Leptoseris;incrustans;Big;Bleached;0;
Moorea;20;22;Leptoseris;incrustans;Big;Pale;0;
Moorea;20;22;Leptoseris;incrustans;Big;Healthy;0;
Moorea;20;22;Leptoseris;incrustans;Medium;Dead;0;
Moorea;20;22;Leptoseris;incrustans;Medium;Bleached;0;
Moorea;20;22;Leptoseris;incrustans;Medium;Pale;0;
Moorea;20;22;Leptoseris;incrustans;Medium;Healthy;0;
Moorea;20;22;Leptoseris;incrustans;Small;Dead;0;
Moorea;20;22;Leptoseris;incrustans;Small;Bleached;0;
Moorea;20;22;Leptoseris;incrustans;Small;Pale;0;
Moorea;20;22;Leptoseris;incrustans;Small;Healthy;1;
Moorea;20;22;Pavona;chiriquiensis;Big;Dead;0;
Moorea;20;22;Pavona;chiriquiensis;Big;Bleached;0;
Moorea;20;22;Pavona;chiriquiensis;Big;Pale;0;
Moorea;20;22;Pavona;chiriquiensis;Big;Healthy;0;
Moorea;20;22;Pavona;chiriquiensis;Medium;Dead;0;
Moorea;20;22;Pavona;chiriquiensis;Medium;Bleached;0;
Moorea;20;22;Pavona;chiriquiensis;Medium;Pale;1;
Moorea;20;22;Pavona;chiriquiensis;Medium;Healthy;1;
Moorea;20;22;Pavona;chiriquiensis;Small;Dead;0;
Moorea;20;22;Pavona;chiriquiensis;Small;Bleached;0;
Moorea;20;22;Pavona;chiriquiensis;Small;Pale;0;
Moorea;20;22;Pavona;chiriquiensis;Small;Healthy;0;
Moorea;20;23;Pocillopora;verrucosa;Big;Dead;0;3801
Moorea;20;23;Pocillopora;verrucosa;Big;Bleached;1;
Moorea;20;23;Pocillopora;verrucosa;Big;Pale;0;
Moorea;20;23;Pocillopora;verrucosa;Big;Healthy;0;
Moorea;20;23;Pocillopora;verrucosa;Medium;Dead;0;
Moorea;20;23;Pocillopora;verrucosa;Medium;Bleached;1;
Moorea;20;23;Pocillopora;verrucosa;Medium;Pale;1;
Moorea;20;23;Pocillopora;verrucosa;Medium;Healthy;5;
Moorea;20;23;Pocillopora;verrucosa;Small;Dead;0;
Moorea;20;23;Pocillopora;verrucosa;Small;Bleached;0;
Moorea;20;23;Pocillopora;verrucosa;Small;Pale;1;
Moorea;20;23;Pocillopora;verrucosa;Small;Healthy;2;
Moorea;20;23;Acanthastrea;echinata;Big;Dead;0;
Moorea;20;23;Acanthastrea;echinata;Big;Bleached;0;
Moorea;20;23;Acanthastrea;echinata;Big;Pale;0;
Moorea;20;23;Acanthastrea;echinata;Big;Healthy;0;
Moorea;20;23;Acanthastrea;echinata;Medium;Dead;0;
Moorea;20;23;Acanthastrea;echinata;Medium;Bleached;0;
Moorea;20;23;Acanthastrea;echinata;Medium;Pale;0;
Moorea;20;23;Acanthastrea;echinata;Medium;Healthy;1;
Moorea;20;23;Acanthastrea;echinata;Small;Dead;0;
Moorea;20;23;Acanthastrea;echinata;Small;Bleached;0;
Moorea;20;23;Acanthastrea;echinata;Small;Pale;0;
Moorea;20;23;Acanthastrea;echinata;Small;Healthy;0;
Moorea;20;23;Leptoseris;incrustans;Big;Dead;0;
Moorea;20;23;Leptoseris;incrustans;Big;Bleached;0;
Moorea;20;23;Leptoseris;incrustans;Big;Pale;0;
Moorea;20;23;Leptoseris;incrustans;Big;Healthy;0;
Moorea;20;23;Leptoseris;incrustans;Medium;Dead;0;
Moorea;20;23;Leptoseris;incrustans;Medium;Bleached;0;
Moorea;20;23;Leptoseris;incrustans;Medium;Pale;0;
Moorea;20;23;Leptoseris;incrustans;Medium;Healthy;0;
Moorea;20;23;Leptoseris;incrustans;Small;Dead;0;
Moorea;20;23;Leptoseris;incrustans;Small;Bleached;0;
Moorea;20;23;Leptoseris;incrustans;Small;Pale;0;
Moorea;20;23;Leptoseris;incrustans;Small;Healthy;1;
Moorea;20;23;Pavona;chiriquiensis;Big;Dead;0;
Moorea;20;23;Pavona;chiriquiensis;Big;Bleached;0;
Moorea;20;23;Pavona;chiriquiensis;Big;Pale;0;
Moorea;20;23;Pavona;chiriquiensis;Big;Healthy;0;
Moorea;20;23;Pavona;chiriquiensis;Medium;Dead;0;
Moorea;20;23;Pavona;chiriquiensis;Medium;Bleached;0;
Moorea;20;23;Pavona;chiriquiensis;Medium;Pale;0;
Moorea;20;23;Pavona;chiriquiensis;Medium;Healthy;0;
Moorea;20;23;Pavona;chiriquiensis;Small;Dead;0;
Moorea;20;23;Pavona;chiriquiensis;Small;Bleached;0;
Moorea;20;23;Pavona;chiriquiensis;Small;Pale;0;
Moorea;20;23;Pavona;chiriquiensis;Small;Healthy;1;
Moorea;20;23;Astrea;curta;Big;Dead;0;
Moorea;20;23;Astrea;curta;Big;Bleached;0;
Moorea;20;23;Astrea;curta;Big;Pale;0;
Moorea;20;23;Astrea;curta;Big;Healthy;0;
Moorea;20;23;Astrea;curta;Medium;Dead;0;
Moorea;20;23;Astrea;curta;Medium;Bleached;0;
Moorea;20;23;Astrea;curta;Medium;Pale;0;
Moorea;20;23;Astrea;curta;Medium;Healthy;0;
Moorea;20;23;Astrea;curta;Small;Dead;0;
Moorea;20;23;Astrea;curta;Small;Bleached;0;
Moorea;20;23;Astrea;curta;Small;Pale;1;
Moorea;20;23;Astrea;curta;Small;Healthy;0;
Moorea;20;23;Leptastrea;NA;Big;Dead;0;
Moorea;20;23;Leptastrea;NA;Big;Bleached;0;
Moorea;20;23;Leptastrea;NA;Big;Pale;0;
Moorea;20;23;Leptastrea;NA;Big;Healthy;0;
Moorea;20;23;Leptastrea;NA;Medium;Dead;0;
Moorea;20;23;Leptastrea;NA;Medium;Bleached;0;
Moorea;20;23;Leptastrea;NA;Medium;Pale;1;
Moorea;20;23;Leptastrea;NA;Medium;Healthy;0;
Moorea;20;23;Leptastrea;NA;Small;Dead;0;
Moorea;20;23;Leptastrea;NA;Small;Bleached;0;
Moorea;20;23;Leptastrea;NA;Small;Pale;0;
Moorea;20;23;Leptastrea;NA;Small;Healthy;0;
Moorea;20;24;Pocillopora;verrucosa;Big;Dead;0;
Moorea;20;24;Pocillopora;verrucosa;Big;Bleached;0;
Moorea;20;24;Pocillopora;verrucosa;Big;Pale;0;
Moorea;20;24;Pocillopora;verrucosa;Big;Healthy;1;
Moorea;20;24;Pocillopora;verrucosa;Medium;Dead;0;
Moorea;20;24;Pocillopora;verrucosa;Medium;Bleached;1;
Moorea;20;24;Pocillopora;verrucosa;Medium;Pale;1;
Moorea;20;24;Pocillopora;verrucosa;Medium;Healthy;3;
Moorea;20;24;Pocillopora;verrucosa;Small;Dead;0;
Moorea;20;24;Pocillopora;verrucosa;Small;Bleached;0;
Moorea;20;24;Pocillopora;verrucosa;Small;Pale;0;
Moorea;20;24;Pocillopora;verrucosa;Small;Healthy;1;
Moorea;20;24;Astrea;curta;Big;Dead;0;
Moorea;20;24;Astrea;curta;Big;Bleached;0;
Moorea;20;24;Astrea;curta;Big;Pale;0;
Moorea;20;24;Astrea;curta;Big;Healthy;0;
Moorea;20;24;Astrea;curta;Medium;Dead;0;
Moorea;20;24;Astrea;curta;Medium;Bleached;0;
Moorea;20;24;Astrea;curta;Medium;Pale;1;
Moorea;20;24;Astrea;curta;Medium;Healthy;0;
Moorea;20;24;Astrea;curta;Small;Dead;0;
Moorea;20;24;Astrea;curta;Small;Bleached;0;
Moorea;20;24;Astrea;curta;Small;Pale;0;
Moorea;20;24;Astrea;curta;Small;Healthy;0;
Moorea;20;24;Pavona;chiriquiensis;Big;Dead;0;
Moorea;20;24;Pavona;chiriquiensis;Big;Bleached;0;
Moorea;20;24;Pavona;chiriquiensis;Big;Pale;0;
Moorea;20;24;Pavona;chiriquiensis;Big;Healthy;0;
Moorea;20;24;Pavona;chiriquiensis;Medium;Dead;0;
Moorea;20;24;Pavona;chiriquiensis;Medium;Bleached;0;
Moorea;20;24;Pavona;chiriquiensis;Medium;Pale;0;
Moorea;20;24;Pavona;chiriquiensis;Medium;Healthy;0;
Moorea;20;24;Pavona;chiriquiensis;Small;Dead;0;
Moorea;20;24;Pavona;chiriquiensis;Small;Bleached;0;
Moorea;20;24;Pavona;chiriquiensis;Small;Pale;0;
Moorea;20;24;Pavona;chiriquiensis;Small;Healthy;1;
Moorea;20;25;Pocillopora;verrucosa;Big;Dead;0;
Moorea;20;25;Pocillopora;verrucosa;Big;Bleached;0;
Moorea;20;25;Pocillopora;verrucosa;Big;Pale;0;
