"Plot Title: 20330664_MAK1_120m"
"#","Date Time, GMT-11:00","Temp, °C (LGR S/N: 20330664, SEN S/N: 20330664)","Coupler Detached (LGR S/N: 20330664)","Coupler Attached (LGR S/N: 20330664)","Host Connected (LGR S/N: 20330664)","Stopped (LGR S/N: 20330664)","End Of File (LGR S/N: 20330664)"
1,19/06/07 09:00:00,36.851,Logged,,,,
2,19/06/07 09:05:00,37.370,,,,,
3,19/06/07 09:10:00,36.987,,,,,
4,19/06/07 09:15:00,37.728,,,,,
5,19/06/07 09:20:00,40.228,,,,,
6,19/06/07 09:25:00,37.069,,,,,
7,19/06/07 09:30:00,34.466,,,,,
8,19/06/07 09:35:00,32.794,,,,,
9,19/06/07 09:40:00,31.535,,,,,
10,19/06/07 09:45:00,30.545,,,,,
11,19/06/07 09:50:00,30.167,,,,,
12,19/06/07 09:55:00,29.966,,,,,
13,19/06/07 10:00:00,30.041,,,,,
14,19/06/07 10:05:00,29.941,,,,,
15,19/06/07 10:10:00,29.040,,,,,
16,19/06/07 10:15:00,28.766,,,,,
17,19/06/07 10:20:00,27.899,,,,,
18,19/06/07 10:25:00,26.818,,,,,
19,19/06/07 10:30:00,26.353,,,,,
20,19/06/07 10:35:00,26.451,,,,,
21,19/06/07 10:40:00,26.280,,,,,
22,19/06/07 10:45:00,26.256,,,,,
23,19/06/07 10:50:00,26.280,,,,,
24,19/06/07 10:55:00,25.841,,,,,
25,19/06/07 11:00:00,25.987,,,,,
26,19/06/07 11:05:00,25.963,,,,,
27,19/06/07 11:10:00,26.061,,,,,
28,19/06/07 11:15:00,25.623,,,,,
29,19/06/07 11:20:00,26.134,,,,,
30,19/06/07 11:25:00,26.012,,,,,
31,19/06/07 11:30:00,25.939,,,,,
32,19/06/07 11:35:00,26.109,,,,,
33,19/06/07 11:40:00,26.085,,,,,
34,19/06/07 11:45:00,26.085,,,,,
35,19/06/07 11:50:00,26.207,,,,,
36,19/06/07 11:55:00,26.036,,,,,
37,19/06/07 12:00:00,26.451,,,,,
38,19/06/07 12:05:00,26.598,,,,,
39,19/06/07 12:10:00,26.549,,,,,
40,19/06/07 12:15:00,27.136,,,,,
41,19/06/07 12:20:00,27.284,,,,,
42,19/06/07 12:25:00,27.382,,,,,
43,19/06/07 12:30:00,27.407,,,,,
44,19/06/07 12:35:00,27.407,,,,,
45,19/06/07 12:40:00,27.333,,,,,
46,19/06/07 12:45:00,27.382,,,,,
47,19/06/07 12:50:00,27.358,,,,,
48,19/06/07 12:55:00,26.891,,,,,
49,19/06/07 13:00:00,26.793,,,,,
50,19/06/07 13:05:00,26.769,,,,,
51,19/06/07 13:10:00,26.793,,,,,
52,19/06/07 13:15:00,26.842,,,,,
53,19/06/07 13:20:00,26.867,,,,,
54,19/06/07 13:25:00,26.891,,,,,
55,19/06/07 13:30:00,26.891,,,,,
56,19/06/07 13:35:00,26.695,,,,,
57,19/06/07 13:40:00,26.769,,,,,
58,19/06/07 13:45:00,26.793,,,,,
59,19/06/07 13:50:00,26.769,,,,,
60,19/06/07 13:55:00,26.671,,,,,
61,19/06/07 14:00:00,26.378,,,,,
62,19/06/07 14:05:00,26.426,,,,,
63,19/06/07 14:10:00,26.500,,,,,
64,19/06/07 14:15:00,25.793,,,,,
65,19/06/07 14:20:00,25.501,,,,,
66,19/06/07 14:25:00,25.404,,,,,
67,19/06/07 14:30:00,25.331,,,,,
68,19/06/07 14:35:00,25.331,,,,,
69,19/06/07 14:40:00,25.428,,,,,
70,19/06/07 14:45:00,25.841,,,,,
71,19/06/07 14:50:00,26.256,,,,,
72,19/06/07 14:55:00,26.304,,,,,
73,19/06/07 15:00:00,26.402,,,,,
74,19/06/07 15:05:00,25.939,,,,,
75,19/06/07 15:10:00,25.987,,,,,
76,19/06/07 15:15:00,25.671,,,,,
77,19/06/07 15:20:00,25.914,,,,,
78,19/06/07 15:25:00,26.500,,,,,
79,19/06/07 15:30:00,26.598,,,,,
80,19/06/07 15:35:00,26.671,,,,,
81,19/06/07 15:40:00,26.720,,,,,
82,19/06/07 15:45:00,26.695,,,,,
83,19/06/07 15:50:00,26.695,,,,,
84,19/06/07 15:55:00,26.695,,,,,
85,19/06/07 16:00:00,26.695,,,,,
86,19/06/07 16:05:00,26.695,,,,,
87,19/06/07 16:10:00,26.720,,,,,
88,19/06/07 16:15:00,26.695,,,,,
89,19/06/07 16:20:00,26.720,,,,,
90,19/06/07 16:25:00,26.695,,,,,
91,19/06/07 16:30:00,26.671,,,,,
92,19/06/07 16:35:00,26.671,,,,,
93,19/06/07 16:40:00,26.671,,,,,
94,19/06/07 16:45:00,26.671,,,,,
95,19/06/07 16:50:00,26.671,,,,,
96,19/06/07 16:55:00,26.671,,,,,
97,19/06/07 17:00:00,26.573,,,,,
98,19/06/07 17:05:00,26.622,,,,,
99,19/06/07 17:10:00,26.671,,,,,
100,19/06/07 17:15:00,26.695,,,,,
101,19/06/07 17:20:00,26.695,,,,,
102,19/06/07 17:25:00,26.646,,,,,
103,19/06/07 17:30:00,26.646,,,,,
104,19/06/07 17:35:00,26.646,,,,,
105,19/06/07 17:40:00,26.671,,,,,
106,19/06/07 17:45:00,26.744,,,,,
107,19/06/07 17:50:00,26.744,,,,,
108,19/06/07 17:55:00,26.695,,,,,
109,19/06/07 18:00:00,26.695,,,,,
110,19/06/07 18:05:00,26.671,,,,,
111,19/06/07 18:10:00,26.671,,,,,
112,19/06/07 18:15:00,26.085,,,,,
113,19/06/07 18:20:00,26.207,,,,,
114,19/06/07 18:25:00,25.817,,,,,
115,19/06/07 18:30:00,25.720,,,,,
116,19/06/07 18:35:00,25.671,,,,,
117,19/06/07 18:40:00,25.623,,,,,
118,19/06/07 18:45:00,25.623,,,,,
119,19/06/07 18:50:00,25.623,,,,,
120,19/06/07 18:55:00,25.623,,,,,
121,19/06/07 19:00:00,25.623,,,,,
122,19/06/07 19:05:00,25.647,,,,,
123,19/06/07 19:10:00,25.671,,,,,
124,19/06/07 19:15:00,25.647,,,,,
125,19/06/07 19:20:00,25.598,,,,,
126,19/06/07 19:25:00,25.623,,,,,
127,19/06/07 19:30:00,26.182,,,,,
128,19/06/07 19:35:00,25.647,,,,,
129,19/06/07 19:40:00,25.574,,,,,
130,19/06/07 19:45:00,25.550,,,,,
131,19/06/07 19:50:00,25.550,,,,,
132,19/06/07 19:55:00,25.550,,,,,
133,19/06/07 20:00:00,26.231,,,,,
134,19/06/07 20:05:00,26.475,,,,,
135,19/06/07 20:10:00,26.451,,,,,
136,19/06/07 20:15:00,26.598,,,,,
137,19/06/07 20:20:00,26.573,,,,,
138,19/06/07 20:25:00,26.573,,,,,
139,19/06/07 20:30:00,26.524,,,,,
140,19/06/07 20:35:00,25.987,,,,,
141,19/06/07 20:40:00,25.939,,,,,
142,19/06/07 20:45:00,26.353,,,,,
143,19/06/07 20:50:00,25.890,,,,,
144,19/06/07 20:55:00,25.866,,,,,
145,19/06/07 21:00:00,25.768,,,,,
146,19/06/07 21:05:00,25.695,,,,,
147,19/06/07 21:10:00,25.671,,,,,
148,19/06/07 21:15:00,25.623,,,,,
149,19/06/07 21:20:00,25.671,,,,,
150,19/06/07 21:25:00,26.280,,,,,
151,19/06/07 21:30:00,25.647,,,,,
152,19/06/07 21:35:00,25.695,,,,,
153,19/06/07 21:40:00,25.647,,,,,
154,19/06/07 21:45:00,25.768,,,,,
155,19/06/07 21:50:00,26.451,,,,,
156,19/06/07 21:55:00,26.500,,,,,
157,19/06/07 22:00:00,26.573,,,,,
158,19/06/07 22:05:00,26.573,,,,,
159,19/06/07 22:10:00,26.475,,,,,
160,19/06/07 22:15:00,26.451,,,,,
161,19/06/07 22:20:00,26.378,,,,,
162,19/06/07 22:25:00,26.036,,,,,
163,19/06/07 22:30:00,26.012,,,,,
164,19/06/07 22:35:00,26.182,,,,,
165,19/06/07 22:40:00,25.866,,,,,
166,19/06/07 22:45:00,26.280,,,,,
167,19/06/07 22:50:00,26.085,,,,,
168,19/06/07 22:55:00,26.695,,,,,
169,19/06/07 23:00:00,26.965,,,,,
170,19/06/07 23:05:00,27.038,,,,,
171,19/06/07 23:10:00,27.063,,,,,
172,19/06/07 23:15:00,27.087,,,,,
173,19/06/07 23:20:00,26.769,,,,,
174,19/06/07 23:25:00,26.598,,,,,
175,19/06/07 23:30:00,26.549,,,,,
176,19/06/07 23:35:00,26.036,,,,,
177,19/06/07 23:40:00,26.134,,,,,
178,19/06/07 23:45:00,25.841,,,,,
179,19/06/07 23:50:00,26.061,,,,,
180,19/06/07 23:55:00,25.768,,,,,
181,19/06/08 00:00:00,25.768,,,,,
182,19/06/08 00:05:00,25.744,,,,,
183,19/06/08 00:10:00,25.793,,,,,
184,19/06/08 00:15:00,25.768,,,,,
185,19/06/08 00:20:00,25.768,,,,,
186,19/06/08 00:25:00,25.768,,,,,
187,19/06/08 00:30:00,25.768,,,,,
188,19/06/08 00:35:00,25.768,,,,,
189,19/06/08 00:40:00,25.768,,,,,
190,19/06/08 00:45:00,25.768,,,,,
191,19/06/08 00:50:00,25.768,,,,,
192,19/06/08 00:55:00,25.744,,,,,
193,19/06/08 01:00:00,25.720,,,,,
194,19/06/08 01:05:00,25.744,,,,,
195,19/06/08 01:10:00,25.574,,,,,
196,19/06/08 01:15:00,25.550,,,,,
197,19/06/08 01:20:00,26.134,,,,,
198,19/06/08 01:25:00,25.939,,,,,
199,19/06/08 01:30:00,26.231,,,,,
200,19/06/08 01:35:00,26.207,,,,,
201,19/06/08 01:40:00,25.890,,,,,
202,19/06/08 01:45:00,25.841,,,,,
203,19/06/08 01:50:00,25.841,,,,,
204,19/06/08 01:55:00,25.817,,,,,
205,19/06/08 02:00:00,25.623,,,,,
206,19/06/08 02:05:00,25.695,,,,,
207,19/06/08 02:10:00,26.158,,,,,
208,19/06/08 02:15:00,25.866,,,,,
209,19/06/08 02:20:00,25.744,,,,,
210,19/06/08 02:25:00,26.231,,,,,
211,19/06/08 02:30:00,26.304,,,,,
212,19/06/08 02:35:00,26.671,,,,,
213,19/06/08 02:40:00,25.963,,,,,
214,19/06/08 02:45:00,26.500,,,,,
215,19/06/08 02:50:00,26.085,,,,,
216,19/06/08 02:55:00,26.085,,,,,
217,19/06/08 03:00:00,26.329,,,,,
218,19/06/08 03:05:00,26.475,,,,,
219,19/06/08 03:10:00,26.475,,,,,
