"Plot Title: 20330659-MAK1_60m"
"#","Date Time, GMT-11:00","Temp, °C (LGR S/N: 20330659, SEN S/N: 20330659)","Coupler Detached (LGR S/N: 20330659)","Coupler Attached (LGR S/N: 20330659)","Host Connected (LGR S/N: 20330659)","Stopped (LGR S/N: 20330659)","End Of File (LGR S/N: 20330659)"
1,19/06/07 09:00:00,29.215,Logged,,,,
2,19/06/07 09:05:00,29.389,,,,,
3,19/06/07 09:10:00,29.490,,,,,
4,19/06/07 09:15:00,29.815,,,,,
5,19/06/07 09:20:00,30.243,,,,,
6,19/06/07 09:25:00,30.394,,,,,
7,19/06/07 09:30:00,30.167,,,,,
8,19/06/07 09:35:00,29.865,,,,,
9,19/06/07 09:40:00,29.740,,,,,
10,19/06/07 09:45:00,29.290,,,,,
11,19/06/07 09:50:00,29.140,,,,,
12,19/06/07 09:55:00,29.115,,,,,
13,19/06/07 10:00:00,28.816,,,,,
14,19/06/07 10:05:00,28.791,,,,,
15,19/06/07 10:10:00,28.816,,,,,
16,19/06/07 10:15:00,28.742,,,,,
17,19/06/07 10:20:00,28.642,,,,,
18,19/06/07 10:25:00,27.579,,,,,
19,19/06/07 10:30:00,27.653,,,,,
20,19/06/07 10:35:00,28.493,,,,,
21,19/06/07 10:40:00,28.642,,,,,
22,19/06/07 10:45:00,28.717,,,,,
23,19/06/07 10:50:00,28.692,,,,,
24,19/06/07 10:55:00,28.717,,,,,
25,19/06/07 11:00:00,28.717,,,,,
26,19/06/07 11:05:00,28.717,,,,,
27,19/06/07 11:10:00,28.717,,,,,
28,19/06/07 11:15:00,28.742,,,,,
29,19/06/07 11:20:00,28.742,,,,,
30,19/06/07 11:25:00,28.742,,,,,
31,19/06/07 11:30:00,28.742,,,,,
32,19/06/07 11:35:00,28.742,,,,,
33,19/06/07 11:40:00,28.717,,,,,
34,19/06/07 11:45:00,28.692,,,,,
35,19/06/07 11:50:00,28.717,,,,,
36,19/06/07 11:55:00,28.717,,,,,
37,19/06/07 12:00:00,28.742,,,,,
38,19/06/07 12:05:00,28.742,,,,,
39,19/06/07 12:10:00,28.692,,,,,
40,19/06/07 12:15:00,28.717,,,,,
41,19/06/07 12:20:00,28.742,,,,,
42,19/06/07 12:25:00,28.742,,,,,
43,19/06/07 12:30:00,28.742,,,,,
44,19/06/07 12:35:00,28.742,,,,,
45,19/06/07 12:40:00,28.717,,,,,
46,19/06/07 12:45:00,28.717,,,,,
47,19/06/07 12:50:00,28.766,,,,,
48,19/06/07 12:55:00,28.766,,,,,
49,19/06/07 13:00:00,28.766,,,,,
50,19/06/07 13:05:00,28.766,,,,,
51,19/06/07 13:10:00,28.742,,,,,
52,19/06/07 13:15:00,28.766,,,,,
53,19/06/07 13:20:00,28.766,,,,,
54,19/06/07 13:25:00,28.766,,,,,
55,19/06/07 13:30:00,28.766,,,,,
56,19/06/07 13:35:00,28.766,,,,,
57,19/06/07 13:40:00,28.766,,,,,
