"Plot Title: 20330660_MAK1_40m"
"#","Date Time, GMT-11:00","Temp, °C (LGR S/N: 20330660, SEN S/N: 20330660)","Coupler Detached (LGR S/N: 20330660)","Coupler Attached (LGR S/N: 20330660)","Host Connected (LGR S/N: 20330660)","Stopped (LGR S/N: 20330660)","End Of File (LGR S/N: 20330660)"
1,19/06/07 09:00:00,30.444,Logged,,,,
2,19/06/07 09:05:00,31.077,,,,,
3,19/06/07 09:10:00,31.153,,,,,
4,19/06/07 09:15:00,31.306,,,,,
5,19/06/07 09:20:00,32.098,,,,,
6,19/06/07 09:25:00,32.021,,,,,
7,19/06/07 09:30:00,31.510,,,,,
8,19/06/07 09:35:00,31.001,,,,,
9,19/06/07 09:40:00,30.621,,,,,
10,19/06/07 09:45:00,30.192,,,,,
11,19/06/07 09:50:00,30.041,,,,,
12,19/06/07 09:55:00,29.865,,,,,
13,19/06/07 10:00:00,29.890,,,,,
14,19/06/07 10:05:00,29.140,,,,,
15,19/06/07 10:10:00,28.841,,,,,
16,19/06/07 10:15:00,28.742,,,,,
17,19/06/07 10:20:00,28.667,,,,,
18,19/06/07 10:25:00,28.667,,,,,
19,19/06/07 10:30:00,28.667,,,,,
20,19/06/07 10:35:00,28.667,,,,,
21,19/06/07 10:40:00,28.667,,,,,
22,19/06/07 10:45:00,28.692,,,,,
23,19/06/07 10:50:00,28.667,,,,,
24,19/06/07 10:55:00,28.667,,,,,
25,19/06/07 11:00:00,28.692,,,,,
26,19/06/07 11:05:00,28.692,,,,,
27,19/06/07 11:10:00,28.692,,,,,
28,19/06/07 11:15:00,28.692,,,,,
29,19/06/07 11:20:00,28.692,,,,,
30,19/06/07 11:25:00,28.717,,,,,
31,19/06/07 11:30:00,28.717,,,,,
32,19/06/07 11:35:00,28.717,,,,,
33,19/06/07 11:40:00,28.717,,,,,
34,19/06/07 11:45:00,28.692,,,,,
35,19/06/07 11:50:00,28.717,,,,,
36,19/06/07 11:55:00,28.717,,,,,
37,19/06/07 12:00:00,28.742,,,,,
38,19/06/07 12:05:00,28.742,,,,,
39,19/06/07 12:10:00,28.692,,,,,
40,19/06/07 12:15:00,28.717,,,,,
41,19/06/07 12:20:00,28.717,,,,,
42,19/06/07 12:25:00,28.717,,,,,
43,19/06/07 12:30:00,28.717,,,,,
44,19/06/07 12:35:00,28.717,,,,,
45,19/06/07 12:40:00,28.692,,,,,
46,19/06/07 12:45:00,28.717,,,,,
47,19/06/07 12:50:00,28.742,,,,,
48,19/06/07 12:55:00,28.742,,,,,
49,19/06/07 13:00:00,28.742,,,,,
50,19/06/07 13:05:00,28.742,,,,,
51,19/06/07 13:10:00,28.717,,,,,
52,19/06/07 13:15:00,28.742,,,,,
53,19/06/07 13:20:00,28.766,,,,,
54,19/06/07 13:25:00,28.766,,,,,
55,19/06/07 13:30:00,28.766,,,,,
56,19/06/07 13:35:00,28.766,,,,,
57,19/06/07 13:40:00,28.766,,,,,
58,19/06/07 13:45:00,28.766,,,,,
59,19/06/07 13:50:00,28.766,,,,,
60,19/06/07 13:55:00,28.766,,,,,
61,19/06/07 14:00:00,28.766,,,,,
62,19/06/07 14:05:00,28.766,,,,,
63,19/06/07 14:10:00,28.742,,,,,
64,19/06/07 14:15:00,28.742,,,,,
