"","Depth","Temp_rel_six"
"1",120,0.935756640117891
"2",90,1.0015788919687
"3",60,1.0021051892916
"4",60,1.00228062173257
"5",40,1.00231570822076
"6",20,1.00091224869303
"7",6,1
