"","Pressure_DBar","Dissolved_Oxygen","Temperature","Conductivity_Salinity","Fluorometry","PAR","PAR2","Temp2","PAR3","Temperature3","Temperature4"
"1221",89.442,0.966,28.552,58.932,0.32,50.15,0.0416151490760026,1.00450323670138,NA,NA,NA
"1222",89.47,0.97,28.551,58.934,0.309,48.653,0.0403729182052793,1.00446805516465,NA,NA,NA
"1223",89.483,0.97,28.552,58.932,0.296,48.653,0.0403729182052793,1.00450323670138,NA,NA,NA
"1224",89.482,0.97,28.551,58.934,0.285,47.904,0.0397513878631472,1.00446805516465,NA,NA,NA
"1225",89.452,0.974,28.552,58.934,0.28,49.401,0.0409936187338705,1.00450323670138,48.4389285714286,28.5513571428571,1.0044806199992
"1226",89.408,0.974,28.549,58.934,0.279,47.156,0.0391306873345559,1.00439769209119,NA,NA,NA
"1227",89.376,0.974,28.5515,58.934,0.281,48.6525,0.0403725032985088,1.00448564593301,NA,NA,NA
"1228",89.361,0.97,28.553,58.936,0.276,48.653,0.0403729182052793,1.00453841823811,NA,NA,NA
"1229",89.354,0.974,28.552,58.937,0.278,48.653,0.0403729182052793,1.00450323670138,NA,NA,NA
"1230",89.409,0.974,28.55,58.934,0.285,47.904,0.0397513878631472,1.00443287362792,48.2250714285714,28.5513571428571,1.0044806199992
"1231",89.472,0.974,28.552,58.932,0.287,48.653,0.0403729182052793,1.00450323670138,NA,NA,NA
"1232",89.53,0.974,28.548,58.932,0.289,47.156,0.0391306873345559,1.00436251055446,NA,NA,NA
"1233",89.572,0.974,28.553,58.932,0.283,47.904,0.0397513878631472,1.00453841823811,NA,NA,NA
"1234",89.6,2.51266666666667,28.5013333333333,58.8633333333333,0.32,41.6666666666667,0.0345755642040567,1.00272070550708,NA,NA,NA
"1235",89.613,2.0585,28.5155,58.883,0.288,42.2905,0.0350932295513198,1.00321911061075,45.7835952380952,28.5382619047619,1.00401990939917
"1236",89.618,0.978,28.549,58.936,0.275,47.156,0.0391306873345559,1.00439769209119,NA,NA,NA
"1237",89.616,0.982,28.552,58.936,0.278,47.156,0.0391306873345559,1.00450323670138,NA,NA,NA
"1238",89.615,0.978,28.549,58.936,0.28,47.156,0.0391306873345559,1.00439769209119,NA,NA,NA
"1239",89.625,0.982,28.55,58.936,0.282,47.156,0.0391306873345559,1.00443287362792,NA,NA,NA
"1240",89.64,0.982,28.551,58.936,0.283,47.156,0.0391306873345559,1.00446805516465,46.5677857142857,28.5454285714286,1.00427204374573
"1241",89.663,2.107,28.514,58.88,0.2945,43.039,0.0357143449866815,1.00316633830566,NA,NA,NA
"1242",89.681,0.986,28.551,58.935,0.2835,47.1555,0.0391302724277855,1.00446805516465,NA,NA,NA
"1243",89.698,0.986,28.551,58.936,0.276,47.156,0.0391306873345559,1.00446805516465,NA,NA,NA
"1244",89.711,0.984,28.551,58.939,0.2925,47.1555,0.0391302724277855,1.00446805516465,NA,NA,NA
"1245",89.722,0.986,28.552,58.934,0.28,47.904,0.0397513878631472,1.00450323670138,47.2627142857143,28.551,1.00446805516465
"1246",89.733,0.99,28.554,58.936,0.277,47.156,0.0391306873345559,1.00457359977484,NA,NA,NA
"1247",89.744,0.986,28.548,58.934,0.275,47.156,0.0391306873345559,1.00436251055446,NA,NA,NA
"1248",89.758,0.986,28.55,58.938,0.281,47.156,0.0391306873345559,1.00443287362792,NA,NA,NA
"1249",89.77,0.986,28.55,58.936,0.29,47.156,0.0391306873345559,1.00443287362792,NA,NA,NA
"1250",89.78,0.99,28.552,58.94,0.304,47.156,0.0391306873345559,1.00450323670138,47.049,28.5501428571429,1.00443789956174
"1251",89.782,0.99,28.551,58.938,0.316,46.407,0.0385091569924238,1.00446805516465,NA,NA,NA
"1252",89.774,0.99,28.549,58.94,0.318,47.156,0.0391306873345559,1.00439769209119,NA,NA,NA
"1253",89.761,0.962,28.551,58.94,0.313,47.156,0.0391306873345559,1.00446805516465,NA,NA,NA
"1254",89.749,0.954,28.552,58.942,0.308,46.407,0.0385091569924238,1.00450323670138,NA,NA,NA
"1255",89.737,0.962,28.552,58.942,0.306,47.156,0.0391306873345559,1.00450323670138,46.7281428571429,28.5507142857143,1.00445800329701
"1256",89.725,0.974,28.552,58.942,0.306,46.407,0.0385091569924238,1.00450323670138,NA,NA,NA
"1257",89.694,0.978,28.55,58.942,0.306,47.156,0.0391306873345559,1.00443287362792,NA,NA,NA
"1258",89.682,0.978,28.549,58.942,0.306,45.659,0.0378884564638326,1.00439769209119,NA,NA,NA
"1259",89.667,0.982,28.552,58.944,0.304,46.407,0.0385091569924238,1.00450323670138,NA,NA,NA
"1260",89.654,0.99,28.555,58.942,0.3,46.407,0.0385091569924238,1.00460878131157,46.0864285714286,28.5517142857143,1.00449318483374
"1261",89.646,0.986,28.554,58.942,0.305,45.659,0.0378884564638326,1.00457359977484,NA,NA,NA
"1262",89.641,0.99,28.552,58.94,0.309,46.407,0.0385091569924238,1.00450323670138,NA,NA,NA
"1263",89.639,0.99,28.55,58.94,0.307,44.91,0.0372669261217005,1.00443287362792,NA,NA,NA
"1264",89.642,0.994,28.553,58.94,0.3,47.156,0.0391306873345559,1.00453841823811,NA,NA,NA
"1265",89.647,0.986,28.548,58.94,0.29,45.659,0.0378884564638326,1.00436251055446,46.4072857142857,28.5498571428571,1.0044278476941
"1266",89.655,0.986,28.55,58.938,0.284,47.156,0.0391306873345559,1.00443287362792,NA,NA,NA
"1267",89.669,0.982,28.548,58.938,0.285,47.156,0.0391306873345559,1.00436251055446,NA,NA,NA
"1268",89.699,0.99,28.548,58.932,0.295,46.407,0.0385091569924238,1.00436251055446,NA,NA,NA
"1269",89.717,2.159,28.5125,58.881,0.3,41.542,0.0344721141159582,1.00311356600056,NA,NA,NA
"1270",89.742,0.978,28.549,58.932,0.31,45.659,0.0378884564638326,1.00439769209119,45.3915714285714,28.5435,1.00420419363918
"1271",89.764,0.978,28.549,58.93,0.31,45.659,0.0378884564638326,1.00439769209119,NA,NA,NA
"1272",89.796,0.982,28.547,58.93,0.307,45.659,0.0378884564638326,1.00432732901773,NA,NA,NA
"1273",89.82,0.982,28.551,58.93,0.313,45.659,0.0378884564638326,1.00446805516465,NA,NA,NA
"1274",89.846,0.99,28.545,58.93,0.309,44.91,0.0372669261217005,1.00425696594427,NA,NA,NA
"1275",89.88,0.986,28.548,58.932,0.302,44.91,0.0372669261217005,1.00436251055446,44.8568571428571,28.5418571428571,1.00414639540027
"1276",89.915,2.243,28.51,58.881,0.306,41.542,0.0344721141159582,1.00302561215874,NA,NA,NA
"1277",89.943,0.982,28.545,58.926,0.294,45.659,0.0378884564638326,1.00425696594427,NA,NA,NA
"1278",89.964,0.986,28.547,58.928,0.298,45.659,0.0378884564638326,1.00432732901773,NA,NA,NA
"1279",89.983,0.986,28.544,58.93,0.302,44.91,0.0372669261217005,1.00422178440754,NA,NA,NA
"1280",89.996,0.986,28.546,58.934,0.304,45.659,0.0378884564638326,1.004292147481,45.231,28.5441428571429,1.00422681034136
"1281",90.024,0.99,28.542,58.93,0.311,44.91,0.0372669261217005,1.00415142133408,NA,NA,NA
"1282",90.055,0.998,28.544,58.926,0.322,44.91,0.0372669261217005,1.00422178440754,NA,NA,NA
"1283",90.11,0.994,28.541,58.924,0.326,44.91,0.0372669261217005,1.00411623979735,NA,NA,NA
"1284",90.159,1.006,28.539,58.926,0.323,44.91,0.0372669261217005,1.0040458767239,NA,NA,NA
"1285",90.255,1.006,28.541,58.928,0.317,44.91,0.0372669261217005,1.00411623979735,44.3755,28.5229285714286,1.00348045916931
"1286",90.36,2.3415,28.4065,58.712,0.4495,41.1675,0.0341613489448921,0.999384323107233,NA,NA,NA
"1287",90.472,1.006,28.545,58.922,0.304,44.162,0.0366462255931092,1.00425696594427,NA,NA,NA
"1288",90.613,1.006,28.544,58.924,0.296,45.659,0.0378884564638326,1.00422178440754,NA,NA,NA
"1289",90.757,1.002,28.542,58.922,0.284,44.91,0.0372669261217005,1.00415142133408,NA,NA,NA
"1290",90.861,2.277,28.3045,58.637,0.4555,40.045,0.0332298832452348,0.995795806360822,43.0389523809524,28.4613571428571,1.00131428169354
"1291",90.954,0.998,28.542,58.926,0.264,44.91,0.0372669261217005,1.00415142133408,NA,NA,NA
"1292",91.033,0.998,28.546,58.926,0.258,44.91,0.0372669261217005,1.004292147481,NA,NA,NA
"1293",91.102,2.69966666666667,28.206,58.5193333333333,0.550666666666667,36.6766666666667,0.0304347946349789,0.992330424992964,NA,NA,NA
"1294",91.176,2.3235,28.29,58.619,0.4565,38.9225,0.0322984175455775,0.995285674078244,NA,NA,NA
"1295",91.223,1.002,28.543,58.926,0.249,42.665,0.0354039947223859,1.00418660287081,41.8093095238095,28.4601428571429,1.00127156125608
"1296",91.296,1.002,28.545,58.926,0.255,43.413,0.0360246952509771,1.00425696594427,NA,NA,NA
"1297",91.365,1.002,28.546,58.926,0.265,43.413,0.0360246952509771,1.004292147481,NA,NA,NA
"1298",91.407,1.002,28.545,58.926,0.275,42.665,0.0354039947223859,1.00425696594427,NA,NA,NA
"1299",91.438,1.006,28.547,58.924,0.281,42.665,0.0354039947223859,1.00432732901773,NA,NA,NA
"1300",91.463,2.4695,28.2795,58.6,0.5065,37.7995,0.0313665369391498,0.994916267942584,41.9697857142857,28.5073571428571,1.0029326323831
"1301",91.477,1.006,28.545,58.926,0.278,41.916,0.0347824643802538,1.00425696594427,NA,NA,NA
"1302",91.493,1.01,28.543,58.928,0.279,42.665,0.0354039947223859,1.00418660287081,NA,NA,NA
"1303",91.507,1.01,28.546,58.928,0.283,42.665,0.0354039947223859,1.004292147481,NA,NA,NA
"1304",91.519,1.01,28.543,58.928,0.284,41.916,0.0347824643802538,1.00418660287081,NA,NA,NA
"1305",91.531,1.014,28.547,58.932,0.294,42.665,0.0354039947223859,1.00432732901773,41.9697857142857,28.5062857142857,1.00289493787946
"1306",91.536,1.01,28.547,58.932,0.301,42.665,0.0354039947223859,1.00432732901773,NA,NA,NA
"1307",91.543,1.01,28.545,58.932,0.3,43.413,0.0360246952509771,1.00425696594427,NA,NA,NA
"1308",91.553,2.245,28.273,58.601,0.473,37.7995,0.0313665369391498,0.994687587953842,NA,NA,NA
"1309",91.567,1.018,28.547,58.928,0.3,41.916,0.0347824643802538,1.00432732901773,NA,NA,NA
"1310",91.581,2.083,28.2755,58.599,0.4695,37.7995,0.0313665369391498,0.994775541795666,40.9537142857143,28.4683571428571,1.00156055245065
"1311",91.621,1.014,28.546,58.926,0.291,41.916,0.0347824643802538,1.004292147481,NA,NA,NA
"1312",91.642,1.006,28.547,58.926,0.29,41.916,0.0347824643802538,1.00432732901773,NA,NA,NA
"1313",91.662,1.01,28.545,58.926,0.293,41.916,0.0347824643802538,1.00425696594427,NA,NA,NA
"1314",91.676,1.006,28.544,58.928,0.3,41.916,0.0347824643802538,1.00422178440754,NA,NA,NA
"1315",91.684,1.006,28.544,58.926,0.304,41.916,0.0347824643802538,1.00422178440754,41.7021428571429,28.5449285714286,1.00425445297736
"1316",91.682,1.002,28.545,58.93,0.301,40.419,0.0335402335095304,1.00425696594427,NA,NA,NA
"1317",91.675,1.002,28.545,58.93,0.304,41.916,0.0347824643802538,1.00425696594427,NA,NA,NA
"1318",91.671,1.002,28.5445,58.93,0.317,41.916,0.0347824643802538,1.00423937517591,NA,NA,NA
"1319",91.677,1.002,28.543,58.924,0.32,41.168,0.0341617638516625,1.00418660287081,NA,NA,NA
"1320",91.683,1.006,28.544,58.922,0.318,41.916,0.0347824643802538,1.00422178440754,41.6488571428571,28.5432857142857,1.00419665473845
"1321",91.689,0.998,28.546,58.924,0.314,41.916,0.0347824643802538,1.004292147481,NA,NA,NA
"1322",91.692,1.006,28.544,58.924,0.311,41.168,0.0341617638516625,1.00422178440754,NA,NA,NA
"1323",91.694,1.006,28.5365,58.926,0.3075,41.542,0.0344721141159582,1.00395792288207,NA,NA,NA
"1324",91.697,1.002,28.533,58.924,0.306,41.916,0.0347824643802538,1.00383478750352,NA,NA,NA
"1325",91.711,1.006,28.531,58.918,0.307,40.419,0.0335402335095304,1.00376442443006,40.9002857142857,28.5340714285714,1.00387248200716
"1326",91.733,1.002,28.532,58.908,0.315,40.419,0.0335402335095304,1.00379960596679,NA,NA,NA
"1327",91.756,1.006,28.533,58.898,0.322,40.419,0.0335402335095304,1.00383478750352,NA,NA,NA
"1328",91.825,1.002,28.529,58.902,0.323,40.419,0.0335402335095304,1.0036940613566,NA,NA,NA
"1329",91.913,1.002,28.529,58.904,0.324,41.168,0.0341617638516625,1.0036940613566,NA,NA,NA
"1330",92.033,2.3255,28.24,58.549,0.496,35.1795,0.0291924254619987,0.993526597241768,40.2053571428571,28.4838571428571,1.00210586626995
"1331",92.146,1.006,28.524,58.886,0.312,41.916,0.0347824643802538,1.00351815367295,NA,NA,NA
"1332",92.248,1.002,28.519,58.882,0.302,41.168,0.0341617638516625,1.0033422459893,NA,NA,NA
"1333",92.346,1.002,28.513,58.88,0.292,41.168,0.0341617638516625,1.00313115676893,NA,NA,NA
"1334",92.457,1.002,28.514,58.884,0.282,41.916,0.0347824643802538,1.00316633830566,NA,NA,NA
"1335",92.544,0.998,28.507,58.856,0.272,39.671,0.0329195329809392,1.00292006754855,40.3122857142857,28.5027142857143,1.002769289534
"1336",92.659,0.998,28.495,58.848,0.265,38.922,0.0322980026388071,1.0024978891078,NA,NA,NA
"1337",92.783,1.002,28.491,58.838,0.261,38.922,0.0322980026388071,1.00235716296088,NA,NA,NA
"1338",92.892,1.002,28.48,58.806,0.258,40.419,0.0335402335095304,1.00197016605685,NA,NA,NA
"1339",93.023,2.265,28.1845,58.445,0.4415,34.8055,0.0288820751977031,0.991574021953279,NA,NA,NA
"1340",93.153,0.998,28.427,58.684,0.256,38.922,0.0322980026388071,1.00010554461019,38.8686428571429,28.3557857142857,0.997600116601665
"1341",93.289,0.998,28.359,58.522,0.269,39.671,0.0329195329809392,0.997713200112581,NA,NA,NA
"1342",93.423,1.002,28.296,58.528,0.285,38.922,0.0322980026388071,0.995496763298621,NA,NA,NA
"1343",93.534,0.998,28.253,58.48,0.303,40.419,0.0335402335095304,0.993983957219251,NA,NA,NA
"1344",93.64,0.998,28.211,58.424,0.325,38.922,0.0322980026388071,0.992506332676611,NA,NA,NA
"1345",93.786,0.998,28.168,58.382,0.344,38.174,0.0316773021102158,0.990993526597242,38.9221428571429,28.1817142857143,0.991476016243818
"1346",93.895,0.998,28.133,58.374,0.362,38.922,0.0322980026388071,0.989762172811708,NA,NA,NA
"1347",94.044,0.998,28.113,58.368,0.384,38.922,0.0322980026388071,0.989058542077118,NA,NA,NA
"1348",94.163,0.998,28.098,58.364,0.407,38.174,0.0316773021102158,0.988530819026175,NA,NA,NA
"1349",94.318,1.002,28.089,58.368,0.428,38.174,0.0316773021102158,0.988214185195609,NA,NA,NA
"1350",94.416,0.998,28.081,58.344,0.443,37.425,0.0310557717680837,0.987932732901773,37.9598571428571,28.0787142857143,0.987852317960677
"1351",94.535,1.002,28.069,58.334,0.458,37.425,0.0310557717680837,0.987510554461019,NA,NA,NA
"1352",94.65,0.998,28.053,58.326,0.473,37.425,0.0310557717680837,0.986947649873346,NA,NA,NA
"1353",94.763,0.998,28.048,58.316,0.485,38.174,0.0316773021102158,0.986771742189699,NA,NA,NA
"1354",94.897,0.998,28.038,58.298,0.49,37.425,0.0310557717680837,0.986419926822404,NA,NA,NA
"1355",95.011,1.9445,27.83,58.079,0.6195,31.4375,0.0260872631919608,0.979102167182663,35.2154047619048,27.9614285714286,0.983726026295686
"1356",95.113,0.994,28.016,58.284,0.508,37.425,0.0310557717680837,0.985645933014354,NA,NA,NA
"1357",95.199,0.998,28.014,58.284,0.528,35.18,0.0291928403687691,0.985575569940895,NA,NA,NA
"1358",95.319,2.467,27.731,57.9726666666667,0.675333333333333,29.4413333333333,0.0244308170620728,0.97561919504644,NA,NA,NA
"1359",95.434,0.994,28.005,58.274,0.543,35.928,0.0298135408973604,0.985258936110329,NA,NA,NA
"1360",95.533,0.998,28.001,58.28,0.543,35.928,0.0298135408973604,0.985118209963411,35.2154761904762,27.9642857142857,0.983826544972056
"1361",95.66,0.99,28.001,58.278,0.545,36.677,0.0304350712394925,0.985118209963411,NA,NA,NA
"1362",95.782,0.99,27.998,58.276,0.545,36.677,0.0304350712394925,0.985012665353223,NA,NA,NA
"1363",95.927,0.986,28,58.274,0.548,36.677,0.0304350712394925,0.985083028426682,NA,NA,NA
"1364",96.052,0.99,28.001,58.276,0.56,35.18,0.0291928403687691,0.985118209963411,NA,NA,NA
"1365",96.23,0.99,27.999,58.272,0.579,35.928,0.0298135408973604,0.985047846889952,35.6075714285714,27.998,0.985012665353223
"1366",96.416,0.99,27.997,58.266,0.588,34.431,0.028571310026637,0.984977483816493,NA,NA,NA
"1367",96.566,0.994,27.997,58.268,0.582,35.18,0.0291928403687691,0.984977483816493,NA,NA,NA
"1368",96.683,0.994,27.994,58.268,0.57,35.18,0.0291928403687691,0.984871939206305,NA,NA,NA
"1369",96.804,0.99,27.993,58.266,0.561,35.18,0.0291928403687691,0.984836757669575,NA,NA,NA
"1370",96.934,0.99,27.995,58.26,0.555,35.18,0.0291928403687691,0.984907120743034,34.8591428571429,27.989,0.984696031522657
"1371",97.05,0.99,27.987,58.246,0.547,35.18,0.0291928403687691,0.984625668449198,NA,NA,NA
"1372",97.165,0.99,27.982,58.242,0.545,34.431,0.028571310026637,0.98444976076555,NA,NA,NA
"1373",97.268,0.994,27.975,58.234,0.553,33.683,0.0279506094980458,0.984203490008444,NA,NA,NA
"1374",97.394,0.994,27.97,58.238,0.564,33.683,0.0279506094980458,0.984027582324796,NA,NA,NA
"1375",97.514,0.986,27.967,58.238,0.566,34.431,0.028571310026637,0.983922037714607,34.3244285714286,27.9705714285714,0.98404768606007
"1376",97.633,0.99,27.965,58.238,0.556,33.683,0.0279506094980458,0.983851674641148,NA,NA,NA
"1377",97.735,0.99,27.967,58.236,0.543,35.18,0.0291928403687691,0.983922037714607,NA,NA,NA
"1378",97.821,0.99,27.968,58.234,0.534,35.18,0.0291928403687691,0.983957219251337,NA,NA,NA
"1379",97.927,0.99,27.963,58.236,0.526,34.431,0.028571310026637,0.983781311567689,NA,NA,NA
"1380",98.016,0.982,27.963,58.236,0.527,35.18,0.0291928403687691,0.983781311567689,34.4314285714286,27.9612857142857,0.983721000361867
"1381",98.12,0.982,27.956,58.224,0.531,33.683,0.0279506094980458,0.983535040810583,NA,NA,NA
"1382",98.242,0.986,27.959,58.224,0.531,33.683,0.0279506094980458,0.983640585420771,NA,NA,NA
"1383",98.364,0.986,27.953,58.2,0.529,33.683,0.0279506094980458,0.983429496200394,NA,NA,NA
"1384",98.492,0.986,27.943,58.196,0.524,33.683,0.0279506094980458,0.983077680833099,NA,NA,NA
"1385",98.61,0.99,27.938,58.192,0.52,33.683,0.0279506094980458,0.982901773149451,33.469,27.94,0.98297213622291
"1386",98.721,0.986,27.932,58.2,0.514,32.934,0.0273290791559137,0.982690683929074,NA,NA,NA
"1387",98.813,0.986,27.928,58.208,0.508,33.683,0.0279506094980458,0.982549957782156,NA,NA,NA
"1388",98.922,0.99,27.927,58.2,0.51,32.934,0.0273290791559137,0.982514776245426,NA,NA,NA
"1389",99.015,0.99,27.927,58.19,0.507,33.683,0.0279506094980458,0.982514776245426,NA,NA,NA
"1390",99.143,0.994,27.923,58.192,0.505,32.934,0.0273290791559137,0.982374050098508,33.148,27.9187142857143,0.982223272083953
"1391",99.303,0.994,27.917,58.174,0.501,32.934,0.0273290791559137,0.982162960878131,NA,NA,NA
"1392",99.464,0.994,27.91,58.144,0.493,32.934,0.0273290791559137,0.981916690121025,NA,NA,NA
"1393",99.586,0.994,27.899,58.144,0.49,32.934,0.0273290791559137,0.981529693217,NA,NA,NA
"1394",99.712,0.99,27.892,58.144,0.485,33.683,0.0279506094980458,0.981283422459893,NA,NA,NA
"1395",99.839,0.994,27.885,58.146,0.486,32.186,0.0267083786273224,0.981037151702786,32.5065714285714,27.8887142857143,0.981167825982068
"1396",99.964,0.99,27.884,58.128,0.482,32.186,0.0267083786273224,0.981001970166057,NA,NA,NA
"1397",100.054,0.99,27.879,58.122,0.483,32.186,0.0267083786273224,0.980826062482409,NA,NA,NA
"1398",100.157,0.99,27.872,58.128,0.494,31.437,0.0260868482851903,0.980579791725303,NA,NA,NA
"1399",100.303,0.99,27.872,58.152,0.512,30.689,0.0254661477565991,0.980579791725303,NA,NA,NA
"1400",100.412,0.99,27.878,58.16,0.519,32.186,0.0267083786273224,0.98079088094568,31.1165714285714,27.8745714285714,0.980670258534036
"1401",100.55,0.994,27.881,58.15,0.518,29.94,0.024844617414467,0.980896425555868,NA,NA,NA
"1402",100.662,0.994,27.874,58.122,0.513,30.689,0.0254661477565991,0.980650154798762,NA,NA,NA
"1403",100.78,0.986,27.866,58.108,0.511,30.689,0.0254661477565991,0.980368702504925,NA,NA,NA
"1404",100.934,0.986,27.849,58.06,0.508,31.437,0.0260868482851903,0.979770616380524,NA,NA,NA
"1405",101.038,0.986,27.828,58.034,0.506,30.689,0.0254661477565991,0.979031804109204,30.9027142857143,27.827,0.978996622572474
"1406",101.165,0.982,27.805,58.03,0.503,30.689,0.0254661477565991,0.978222628764424,NA,NA,NA
"1407",101.3,0.986,27.791,58.024,0.51,31.437,0.0260868482851903,0.977730087250211,NA,NA,NA
"1408",101.456,0.986,27.776,57.998,0.51,30.689,0.0254661477565991,0.977202364199268,NA,NA,NA
"1409",101.609,0.998,27.766,58.01,0.51,29.94,0.024844617414467,0.976850548831973,NA,NA,NA
"1410",101.778,0.998,27.76,58.008,0.508,29.94,0.024844617414467,0.976639459611596,30.261,27.7641428571429,0.976785211692332
"1411",101.957,1.002,27.757,58.006,0.503,30.689,0.0254661477565991,0.976533915001407,NA,NA,NA
"1412",102.11,0.994,27.761,58.004,0.497,29.94,0.024844617414467,0.976674641148325,NA,NA,NA
"1413",102.28,0.998,27.738,57.896,0.497,29.192,0.0242239168858757,0.975865465803546,NA,NA,NA
"1414",102.415,1.002,27.705,57.91,0.499,29.192,0.0242239168858757,0.974704475091472,NA,NA,NA
"1415",102.548,0.998,27.692,57.926,0.506,29.192,0.0242239168858757,0.974247115113988,28.871,27.7028571428571,0.974629086084194
"1416",102.693,0.998,27.688,57.894,0.517,27.695,0.0229816860151524,0.97410638896707,NA,NA,NA
"1417",102.795,1.002,27.674,57.89,0.525,28.443,0.0236023865437436,0.973613847452857,NA,NA,NA
"1418",102.905,1.002,27.662,57.87,0.531,28.443,0.0236023865437436,0.973191669012102,NA,NA,NA
"1419",102.999,1.002,27.651,57.856,0.54,28.443,0.0236023865437436,0.972804672108078,NA,NA,NA
"1420",103.105,0.998,27.64,57.84,0.556,26.946,0.0223601556730203,0.972417675204053,28.1222857142857,27.6372857142857,0.972322182461501
"1421",103.201,0.998,27.624,57.836,0.566,28.443,0.0236023865437436,0.97185477061638,NA,NA,NA
"1422",103.312,1.002,27.611,57.812,0.581,28.443,0.0236023865437436,0.971397410638897,NA,NA,NA
"1423",103.423,1.002,27.599,57.818,0.587,27.695,0.0229816860151524,0.970975232198142,NA,NA,NA
"1424",103.527,0.998,27.588,57.814,0.607,27.695,0.0229816860151524,0.970588235294118,NA,NA,NA
"1425",103.624,0.994,27.583,57.802,0.611,28.443,0.0236023865437436,0.97041232761047,28.1224285714286,27.5865714285714,0.970537975955933
"1426",103.719,0.994,27.581,57.798,0.605,28.443,0.0236023865437436,0.970341964537011,NA,NA,NA
"1427",103.792,0.994,27.573,57.792,0.602,28.443,0.0236023865437436,0.970060512243175,NA,NA,NA
"1428",103.873,0.998,27.571,57.796,0.598,27.695,0.0229816860151524,0.969990149169716,NA,NA,NA
"1429",103.942,0.994,27.565,57.798,0.593,27.695,0.0229816860151524,0.969779059949339,NA,NA,NA
"1430",104.017,0.994,27.566,57.798,0.598,26.198,0.021739455144429,0.969814241486068,27.374,27.5655714285714,0.969799163684613
"1431",104.109,0.994,27.567,57.794,0.609,27.695,0.0229816860151524,0.969849423022798,NA,NA,NA
"1432",104.191,0.998,27.562,57.79,0.61,26.946,0.0223601556730203,0.96967351533915,NA,NA,NA
"1433",104.286,0.998,27.555,57.788,0.605,26.946,0.0223601556730203,0.969427244582043,NA,NA,NA
"1434",104.375,1.8985,27.2075,57.412,0.7265,21.3325,0.0177019973611929,0.957201660568534,NA,NA,NA
"1435",104.439,0.99,27.554,57.782,0.61,26.198,0.021739455144429,0.969392063045314,26.1442142857143,27.5020714285714,0.967565136102288
"1436",104.556,0.91,27.551,57.778,0.616,27.695,0.0229816860151524,0.969286518435125,NA,NA,NA
"1437",104.663,0.81,27.545,57.77,0.61,26.946,0.0223601556730203,0.969075429214748,NA,NA,NA
"1438",104.718,0.577,27.54,57.758,0.615,26.946,0.0223601556730203,0.9688995215311,NA,NA,NA
"1439",104.794,0.569,27.529,57.748,0.619,26.198,0.021739455144429,0.968512524627076,NA,NA,NA
"1440",104.873,0.601,27.517,57.672,0.614,26.946,0.0223601556730203,0.968090346186321,25.556,27.4522857142857,0.965813598166539
"1441",104.932,0.634,27.483,57.638,0.603,25.449,0.0211179248022969,0.966894173937518,NA,NA,NA
"1442",105.017,2.1615,27.145,57.312,0.771,20.958,0.0173912321901269,0.955002814522938,NA,NA,NA
"1443",105.136,0.682,27.407,57.526,0.615,25.449,0.0211179248022969,0.964220377146074,NA,NA,NA
"1444",105.231,0.726,27.358,57.46,0.613,25.449,0.0211179248022969,0.962496481846327,NA,NA,NA
"1445",105.354,0.73,27.309,57.368,0.602,26.198,0.021739455144429,0.96077258654658,24.2195,27.2022142857143,0.957015701017249
"1446",105.469,0.742,27.206,57.162,0.593,26.198,0.021739455144429,0.957148888263439,NA,NA,NA
"1447",105.594,1.983,26.9675,57.063,0.735,19.8355,0.0164597664904696,0.948758091753448,NA,NA,NA
"1448",105.682,0.778,27.023,57.1,0.602,25.449,0.0211179248022969,0.950710667041936,NA,NA,NA
"1449",105.818,0.79,26.978,57.092,0.613,24.701,0.0204972242737057,0.949127497889108,NA,NA,NA
"1450",105.951,2.057,26.8885,57.054,0.776,20.584,0.0170808819258313,0.945978750351815,22.5621428571429,26.9359285714286,0.947647360379559
"1451",106.082,0.802,26.929,57.076,0.641,23.952,0.0198756939315736,0.947403602589361,NA,NA,NA
"1452",106.204,0.81,26.909,57.074,0.651,23.952,0.0198756939315736,0.946699971854771,NA,NA,NA
"1453",106.363,2.3275,26.8565,57.033,0.7755,19.4615,0.016149416226174,0.944852941176471,NA,NA,NA
"1454",106.481,0.814,26.891,57.062,0.664,23.952,0.0198756939315736,0.946066704193639,NA,NA,NA
"1455",106.61,2.187,26.85,57.03,0.796,19.4615,0.016149416226174,0.944624261187729,22.3482857142857,26.8760714285714,0.945541494109606
"1456",106.712,0.846,26.88,57.062,0.68,23.952,0.0198756939315736,0.945679707289614,NA,NA,NA
"1457",106.833,0.85,26.874,57.058,0.685,23.204,0.0192549934029824,0.945468618069237,NA,NA,NA
"1458",106.916,0.854,26.872,57.056,0.695,22.455,0.0186334630608502,0.945398254995778,NA,NA,NA
"1459",107.047,0.862,26.871,57.058,0.699,23.204,0.0192549934029824,0.945363073459049,NA,NA,NA
"1460",107.1,0.862,26.871,57.062,0.704,23.952,0.0198756939315736,0.945363073459049,23.0967142857143,26.871,0.945363073459049
"1461",107.162,0.87,26.871,57.06,0.713,22.455,0.0186334630608502,0.945363073459049,NA,NA,NA
"1462",107.223,0.874,26.869,57.066,0.719,22.455,0.0186334630608502,0.94529271038559,NA,NA,NA
"1463",107.269,0.878,26.869,57.07,0.723,23.952,0.0198756939315736,0.94529271038559,NA,NA,NA
"1464",107.336,0.89,26.87,57.072,0.721,22.455,0.0186334630608502,0.945327891922319,NA,NA,NA
