TimeStamp;Quantum [umol/(m^2s)];Batt. [V]
21/08/2018 10:00;1;1.48
21/08/2018 10:15;1.1;1.48
21/08/2018 10:30;0.9;1.48
21/08/2018 10:45;1;1.48
21/08/2018 11:00;0.9;1.48
21/08/2018 11:15;1.1;1.47
21/08/2018 11:30;4.5;1.47
21/08/2018 11:45;21.7;1.47
21/08/2018 12:00;58;1.47
21/08/2018 12:15;42.5;1.48
21/08/2018 12:30;69.6;1.47
21/08/2018 12:45;76.5;1.47
21/08/2018 13:00;105.7;1.47
21/08/2018 13:15;88.5;1.47
21/08/2018 13:30;91.9;1.47
21/08/2018 13:45;62;1.47
21/08/2018 14:00;76.2;1.47
21/08/2018 14:15;67.9;1.47
21/08/2018 14:30;62.5;1.47
21/08/2018 14:45;60.1;1.47
21/08/2018 15:00;58.6;1.47
21/08/2018 15:15;56.2;1.47
21/08/2018 15:30;46.3;1.47
21/08/2018 15:45;36;1.47
21/08/2018 16:00;28.7;1.47
21/08/2018 16:15;23.2;1.47
21/08/2018 16:30;19.5;1.47
21/08/2018 16:45;16.5;1.47
21/08/2018 17:00;12.8;1.46
21/08/2018 17:15;8.5;1.47
21/08/2018 17:30;5;1.47
21/08/2018 17:45;2.2;1.47
21/08/2018 18:00;0.9;1.47
21/08/2018 18:15;0.8;1.47
21/08/2018 18:30;0.7;1.46
21/08/2018 18:45;0.8;1.47
21/08/2018 19:00;0.8;1.47
21/08/2018 19:15;0.7;1.47
21/08/2018 19:30;0.8;1.47
21/08/2018 19:45;0.8;1.47
21/08/2018 20:00;0.8;1.46
21/08/2018 20:15;0.8;1.46
21/08/2018 20:30;0.8;1.46
21/08/2018 20:45;0.8;1.46
21/08/2018 21:00;0.8;1.46
21/08/2018 21:15;0.8;1.46
21/08/2018 21:30;0.8;1.47
21/08/2018 21:45;0.8;1.46
21/08/2018 22:00;0.8;1.46
21/08/2018 22:15;0.8;1.46
21/08/2018 22:30;0.8;1.46
21/08/2018 22:45;0.7;1.46
21/08/2018 23:00;0.9;1.46
21/08/2018 23:15;0.8;1.46
21/08/2018 23:30;0.8;1.46
21/08/2018 23:45;0.7;1.46
22/08/2018 00:00;0.8;1.46
22/08/2018 00:15;0.8;1.46
22/08/2018 00:30;0.8;1.46
22/08/2018 00:45;0.8;1.46
22/08/2018 01:00;0.8;1.46
22/08/2018 01:15;0.7;1.46
22/08/2018 01:30;0.8;1.46
22/08/2018 01:45;0.8;1.46
22/08/2018 02:00;0.8;1.46
22/08/2018 02:15;0.8;1.46
22/08/2018 02:30;0.7;1.46
22/08/2018 02:45;0.9;1.46
22/08/2018 03:00;0.8;1.46
22/08/2018 03:15;0.8;1.46
22/08/2018 03:30;0.8;1.46
22/08/2018 03:45;0.8;1.46
22/08/2018 04:00;0.8;1.46
22/08/2018 04:15;0.8;1.46
22/08/2018 04:30;0.8;1.46
22/08/2018 04:45;0.8;1.46
22/08/2018 05:00;0.7;1.46
22/08/2018 05:15;0.8;1.46
22/08/2018 05:30;0.8;1.46
22/08/2018 05:45;0.8;1.46
22/08/2018 06:00;0.9;1.46
22/08/2018 06:15;1.9;1.46
22/08/2018 06:30;5.1;1.46
22/08/2018 06:45;9;1.46
22/08/2018 07:00;11.3;1.46
22/08/2018 07:15;19;1.46
22/08/2018 07:30;30.2;1.46
22/08/2018 07:45;42.2;1.46
22/08/2018 08:00;47.3;1.46
22/08/2018 08:15;55.8;1.46
22/08/2018 08:30;63;1.46
22/08/2018 08:45;75.3;1.46
22/08/2018 09:00;88.6;1.46
22/08/2018 09:15;35.3;1.46
22/08/2018 09:30;117.2;1.46
22/08/2018 09:45;76.2;1.46
22/08/2018 10:00;84.1;1.46
22/08/2018 10:15;183.8;1.46
22/08/2018 10:30;67.9;1.46
22/08/2018 10:45;83.6;1.46
22/08/2018 11:00;103.6;1.46
22/08/2018 11:15;107.7;1.46
22/08/2018 11:30;97.3;1.46
22/08/2018 11:45;68.1;1.46
22/08/2018 12:00;90.7;1.46
22/08/2018 12:15;71.7;1.46
22/08/2018 12:30;77.7;1.46
22/08/2018 12:45;84.7;1.46
22/08/2018 13:00;85.6;1.46
22/08/2018 13:15;220.9;1.46
22/08/2018 13:30;174.1;1.46
22/08/2018 13:45;81.3;1.46
22/08/2018 14:00;144;1.46
22/08/2018 14:15;166.3;1.46
22/08/2018 14:30;158.4;1.46
22/08/2018 14:45;70.1;1.46
22/08/2018 15:00;51.7;1.46
22/08/2018 15:15;55.5;1.46
22/08/2018 15:30;36.8;1.46
22/08/2018 15:45;30.8;1.46
22/08/2018 16:00;22.7;1.46
22/08/2018 16:15;22.1;1.46
22/08/2018 16:30;22;1.46
22/08/2018 16:45;18.2;1.45
22/08/2018 17:00;12.9;1.46
22/08/2018 17:15;8.3;1.46
22/08/2018 17:30;5.1;1.46
22/08/2018 17:45;2.9;1.46
22/08/2018 18:00;0.9;1.46
22/08/2018 18:15;0.8;1.46
22/08/2018 18:30;0.8;1.46
22/08/2018 18:45;0.8;1.46
22/08/2018 19:00;0.8;1.46
22/08/2018 19:15;0.8;1.46
22/08/2018 19:30;0.8;1.46
22/08/2018 19:45;0.8;1.46
22/08/2018 20:00;0.8;1.46
22/08/2018 20:15;0.8;1.46
22/08/2018 20:30;0.8;1.46
22/08/2018 20:45;0.7;1.46
22/08/2018 21:00;0.8;1.46
22/08/2018 21:15;0.8;1.46
22/08/2018 21:30;0.8;1.46
22/08/2018 21:45;0.9;1.46
22/08/2018 22:00;0.8;1.46
22/08/2018 22:15;0.8;1.46
22/08/2018 22:30;0.8;1.45
22/08/2018 22:45;0.8;1.46
22/08/2018 23:00;0.8;1.46
22/08/2018 23:15;0.8;1.46
22/08/2018 23:30;0.8;1.46
22/08/2018 23:45;0.8;1.46
23/08/2018 00:00;0.8;1.46
23/08/2018 00:15;0.8;1.45
23/08/2018 00:30;0.8;1.46
23/08/2018 00:45;0.8;1.46
23/08/2018 01:00;0.8;1.46
23/08/2018 01:15;0.9;1.46
23/08/2018 01:30;0.7;1.45
23/08/2018 01:45;0.8;1.46
23/08/2018 02:00;0.8;1.46
23/08/2018 02:15;0.8;1.46
23/08/2018 02:30;0.8;1.46
23/08/2018 02:45;0.8;1.46
23/08/2018 03:00;0.8;1.46
23/08/2018 03:15;0.8;1.46
