TimeStamp;Quantum [umol/(m^2s)];Batt. [V]
26/08/2018 00:00;1.2;1.49
26/08/2018 00:15;1.3;1.49
26/08/2018 00:30;1.3;1.49
26/08/2018 00:45;1.3;1.5
26/08/2018 01:00;1.2;1.5
26/08/2018 01:15;1.3;1.49
26/08/2018 01:30;1.3;1.5
26/08/2018 01:45;1.3;1.49
26/08/2018 02:00;1.3;1.5
26/08/2018 02:15;1.2;1.5
26/08/2018 02:30;1.4;1.5
26/08/2018 02:45;1.3;1.5
26/08/2018 03:00;1.5;1.5
26/08/2018 03:15;1.3;1.49
26/08/2018 03:30;1.2;1.5
26/08/2018 03:45;1.3;1.5
26/08/2018 04:00;1.3;1.5
26/08/2018 04:15;1.4;1.5
26/08/2018 04:30;1.1;1.49
26/08/2018 04:45;1.3;1.49
26/08/2018 05:00;1.2;1.49
26/08/2018 05:15;1.3;1.49
26/08/2018 05:30;1.4;1.49
26/08/2018 05:45;1.3;1.5
26/08/2018 06:00;1.6;1.49
26/08/2018 06:15;3.7;1.5
26/08/2018 06:30;8.7;1.49
26/08/2018 06:45;18.4;1.49
26/08/2018 07:00;27.9;1.49
26/08/2018 07:15;25.9;1.49
26/08/2018 07:30;45.5;1.49
26/08/2018 07:45;66.5;1.5
26/08/2018 08:00;79.9;1.5
26/08/2018 08:15;99.8;1.49
26/08/2018 08:30;118.3;1.49
26/08/2018 08:45;129;1.5
26/08/2018 09:00;137.3;1.49
26/08/2018 09:15;96.6;1.5
26/08/2018 09:30;179.6;1.5
26/08/2018 09:45;85.1;1.49
26/08/2018 10:00;61.3;1.5
26/08/2018 10:15;49.2;1.49
26/08/2018 10:30;59;1.5
26/08/2018 10:45;58.5;1.49
26/08/2018 11:00;82.1;1.49
26/08/2018 11:15;78.1;1.49
26/08/2018 11:30;258.2;1.49
26/08/2018 11:45;144;1.49
26/08/2018 12:00;118.5;1.5
26/08/2018 12:15;183.4;1.49
26/08/2018 12:30;179;1.5
26/08/2018 12:45;183.7;1.49
26/08/2018 13:00;135.4;1.49
26/08/2018 13:15;196.5;1.5
26/08/2018 13:30;133.1;1.49
26/08/2018 13:45;187.6;1.5
26/08/2018 14:00;131;1.5
26/08/2018 14:15;150.9;1.49
26/08/2018 14:30;106.1;1.49
26/08/2018 14:45;116.9;1.49
26/08/2018 15:00;138.5;1.49
26/08/2018 15:15;111;1.5
26/08/2018 15:30;84;1.5
26/08/2018 15:45;73.7;1.49
26/08/2018 16:00;62.4;1.5
26/08/2018 16:15;56.4;1.5
26/08/2018 16:30;55.5;1.5
26/08/2018 16:45;32.7;1.49
26/08/2018 17:00;27.7;1.5
26/08/2018 17:15;14.9;1.49
26/08/2018 17:30;8.8;1.49
26/08/2018 17:45;4.3;1.5
26/08/2018 18:00;1.6;1.49
26/08/2018 18:15;1.2;1.49
26/08/2018 18:30;1.4;1.5
26/08/2018 18:45;1.3;1.49
26/08/2018 19:00;1.3;1.49
26/08/2018 19:15;1.3;1.49
26/08/2018 19:30;1.4;1.5
26/08/2018 19:45;1.3;1.49
26/08/2018 20:00;1.3;1.5
26/08/2018 20:15;1.3;1.49
26/08/2018 20:30;1.3;1.49
26/08/2018 20:45;1.3;1.49
26/08/2018 21:00;1.3;1.5
26/08/2018 21:15;1.3;1.49
26/08/2018 21:30;1.2;1.49
26/08/2018 21:45;1.4;1.5
26/08/2018 22:00;1.3;1.49
26/08/2018 22:15;1.2;1.49
26/08/2018 22:30;1.3;1.49
26/08/2018 22:45;1.3;1.49
26/08/2018 23:00;1.3;1.49
26/08/2018 23:15;1.3;1.49
26/08/2018 23:30;1.2;1.49
26/08/2018 23:45;1.3;1.5
27/08/2018 00:00;1.2;1.49
27/08/2018 00:15;1.3;1.49
27/08/2018 00:30;1.3;1.49
27/08/2018 00:45;1.3;1.49
27/08/2018 01:00;1.3;1.5
27/08/2018 01:15;1.4;1.5
27/08/2018 01:30;1.3;1.5
27/08/2018 01:45;1.3;1.49
27/08/2018 02:00;1.2;1.5
27/08/2018 02:15;1.3;1.49
27/08/2018 02:30;1.3;1.49
27/08/2018 02:45;1.5;1.49
27/08/2018 03:00;1.4;1.49
27/08/2018 03:15;1.3;1.5
27/08/2018 03:30;1.2;1.49
27/08/2018 03:45;1.4;1.49
27/08/2018 04:00;1.4;1.5
27/08/2018 04:15;1.4;1.49
27/08/2018 04:30;1.3;1.49
27/08/2018 04:45;1.3;1.49
27/08/2018 05:00;1.2;1.5
27/08/2018 05:15;1.3;1.49
27/08/2018 05:30;1.4;1.49
27/08/2018 05:45;1.4;1.49
27/08/2018 06:00;1.5;1.5
27/08/2018 06:15;3.5;1.5
27/08/2018 06:30;8;1.49
27/08/2018 06:45;15.3;1.5
27/08/2018 07:00;29.4;1.49
27/08/2018 07:15;36.3;1.49
27/08/2018 07:30;54.5;1.5
27/08/2018 07:45;32.5;1.5
27/08/2018 08:00;79.7;1.49
27/08/2018 08:15;30.5;1.49
27/08/2018 08:30;105.5;1.49
27/08/2018 08:45;122.6;1.49
27/08/2018 09:00;136.4;1.49
27/08/2018 09:15;143.8;1.49
27/08/2018 09:30;175.4;1.49
27/08/2018 09:45;206.6;1.5
27/08/2018 10:00;140.4;1.49
27/08/2018 10:15;218.8;1.49
27/08/2018 10:30;147.1;1.5
27/08/2018 10:45;123.3;1.5
27/08/2018 11:00;218.2;1.5
27/08/2018 11:15;222.8;1.49
27/08/2018 11:30;221.9;1.5
27/08/2018 11:45;83.8;1.49
27/08/2018 12:00;297.5;1.5
27/08/2018 12:15;227.6;1.5
27/08/2018 12:30;54.1;1.49
27/08/2018 12:45;236;1.5
27/08/2018 13:00;230.3;1.49
27/08/2018 13:15;218.6;1.49
27/08/2018 13:30;206.8;1.49
27/08/2018 13:45;212;1.49
27/08/2018 14:00;187.9;1.5
27/08/2018 14:15;151.8;1.49
27/08/2018 14:30;97.3;1.5
27/08/2018 14:45;91.7;1.5
27/08/2018 15:00;89.7;1.49
27/08/2018 15:15;80.2;1.5
27/08/2018 15:30;67.2;1.5
27/08/2018 15:45;49.9;1.5
27/08/2018 16:00;16.7;1.5
27/08/2018 16:15;46.6;1.5
27/08/2018 16:30;22.8;1.49
27/08/2018 16:45;24.1;1.5
27/08/2018 17:00;22;1.49
27/08/2018 17:15;11.2;1.49
27/08/2018 17:30;6;1.49
27/08/2018 17:45;2.7;1.49
27/08/2018 18:00;1.4;1.49
27/08/2018 18:15;1.3;1.5
27/08/2018 18:30;1.2;1.49
27/08/2018 18:45;1.4;1.49
27/08/2018 19:00;1.2;1.49
27/08/2018 19:15;1.3;1.49
27/08/2018 19:30;1.4;1.5
27/08/2018 19:45;1.2;1.5
27/08/2018 20:00;1.4;1.5
27/08/2018 20:15;1.3;1.5
27/08/2018 20:30;1.3;1.5
27/08/2018 20:45;1.3;1.5
27/08/2018 21:00;1.2;1.5
27/08/2018 21:15;1.2;1.49
27/08/2018 21:30;1.2;1.49
27/08/2018 21:45;1.3;1.49
27/08/2018 22:00;1.3;1.49
27/08/2018 22:15;1.3;1.49
27/08/2018 22:30;1.3;1.5
27/08/2018 22:45;1.2;1.49
27/08/2018 23:00;1.2;1.5
27/08/2018 23:15;1.3;1.5
27/08/2018 23:30;1.3;1.5
27/08/2018 23:45;1.3;1.49
28/08/2018 00:00;1.3;1.5
28/08/2018 00:15;1.4;1.49
28/08/2018 00:30;1.4;1.49
28/08/2018 00:45;1.2;1.5
28/08/2018 01:00;1.3;1.5
28/08/2018 01:15;1.3;1.49
28/08/2018 01:30;1.3;1.49
28/08/2018 01:45;1.4;1.5
28/08/2018 02:00;1.4;1.5
28/08/2018 02:15;1.3;1.5
28/08/2018 02:30;1.4;1.5
28/08/2018 02:45;1.3;1.49
28/08/2018 03:00;1.3;1.49
28/08/2018 03:15;1.2;1.49
28/08/2018 03:30;1.2;1.49
28/08/2018 03:45;1.3;1.49
28/08/2018 04:00;1.3;1.49
28/08/2018 04:15;1.2;1.49
28/08/2018 04:30;1.2;1.5
28/08/2018 04:45;1.3;1.5
28/08/2018 05:00;1.3;1.49
28/08/2018 05:15;1.3;1.5
28/08/2018 05:30;1.4;1.5
28/08/2018 05:45;1.4;1.5
28/08/2018 06:00;1.7;1.5
28/08/2018 06:15;4.2;1.49
28/08/2018 06:30;10.2;1.49
28/08/2018 06:45;18.1;1.5
28/08/2018 07:00;30.2;1.49
28/08/2018 07:15;43.5;1.49
28/08/2018 07:30;60.2;1.5
28/08/2018 07:45;79.5;1.5
28/08/2018 08:00;93.1;1.49
28/08/2018 08:15;101.9;1.5
28/08/2018 08:30;124.1;1.49
28/08/2018 08:45;124.3;1.5
28/08/2018 09:00;140.9;1.5
28/08/2018 09:15;167.4;1.49
28/08/2018 09:30;182.4;1.49
28/08/2018 09:45;188.6;1.5
28/08/2018 10:00;189.4;1.49
28/08/2018 10:15;179.9;1.49
28/08/2018 10:30;190.9;1.49
28/08/2018 10:45;227.4;1.49
28/08/2018 11:00;223.2;1.5
28/08/2018 11:15;279.4;1.49
28/08/2018 11:30;2.2;1.49
28/08/2018 11:45;2;1.49
28/08/2018 12:00;3.4;1.5
28/08/2018 12:15;7.8;1.49
28/08/2018 12:30;8.3;1.49
28/08/2018 12:45;9.1;1.49
