"","Depth","cats","effect1","effect2","estimate","se","lower","upper"
"201",6,"Healthy",6,"Healthy",0.213612054485898,0.183066818726183,0.129880412063584,0.289912165714901
"202",6.84848484848485,"Healthy",6.84848484848485,"Healthy",0.225480965569446,0.187687697557737,0.140008072556752,0.303642979063109
"203",7.6969696969697,"Healthy",7.6969696969697,"Healthy",0.23766122650773,0.192230182970594,0.149750044008144,0.316278360494317
"204",8.54545454545454,"Healthy",8.54545454545454,"Healthy",0.250446326635107,0.196736247415232,0.160242874775972,0.329692831261698
"205",9.39393939393939,"Healthy",9.39393939393939,"Healthy",0.26331134388726,0.200793448636938,0.170496602275153,0.343389009352878
"206",10.2424242424242,"Healthy",10.2424242424242,"Healthy",0.276338511724254,0.203986246438579,0.181304437233599,0.3569524165214
"207",11.0909090909091,"Healthy",11.0909090909091,"Healthy",0.289341483827228,0.206735678923987,0.192249771941497,0.371208990791559
"208",11.9393939393939,"Healthy",11.9393939393939,"Healthy",0.303676019403345,0.208990831670558,0.204587588268041,0.384540460867202
"209",12.7878787878788,"Healthy",12.7878787878788,"Healthy",0.317662946372783,0.211177578526243,0.216928786496139,0.398250550917934
"210",13.6363636363636,"Healthy",13.6363636363636,"Healthy",0.330789512897481,0.213454812403477,0.229177518326241,0.412362671827145
"211",14.4848484848485,"Healthy",14.4848484848485,"Healthy",0.345238692981151,0.215932972843433,0.241172643748513,0.426094241233421
"212",15.3333333333333,"Healthy",15.3333333333333,"Healthy",0.359848634905465,0.217958234126293,0.254237338894295,0.440148303807926
"213",16.1818181818182,"Healthy",16.1818181818182,"Healthy",0.374558415066325,0.219324059584946,0.267865489698662,0.454057549472987
"214",17.030303030303,"Healthy",17.030303030303,"Healthy",0.388367158918774,0.219702773695598,0.281757402910111,0.468246309424426
"215",17.8787878787879,"Healthy",17.8787878787879,"Healthy",0.402242691439876,0.219899893593859,0.296443911003795,0.482549773325995
"216",18.7272727272727,"Healthy",18.7272727272727,"Healthy",0.416100911063982,0.219939775781167,0.309199226595073,0.49692878589727
"217",19.5757575757576,"Healthy",19.5757575757576,"Healthy",0.430054178586953,0.219618885343722,0.322933156546214,0.510877682056543
"218",20.4242424242424,"Healthy",20.4242424242424,"Healthy",0.443769353224982,0.219419173288319,0.337459471561847,0.524888146136195
"219",21.2727272727273,"Healthy",21.2727272727273,"Healthy",0.458098664154039,0.218471387870383,0.350784757302654,0.538800481215599
"220",22.1212121212121,"Healthy",22.1212121212121,"Healthy",0.471583933515013,0.217017940246113,0.364416544716139,0.552667043141472
"221",22.969696969697,"Healthy",22.969696969697,"Healthy",0.485917179195393,0.215492726537347,0.377710130550467,0.565999235902282
"222",23.8181818181818,"Healthy",23.8181818181818,"Healthy",0.499185843361938,0.214197201568459,0.391952036118044,0.579396865679601
"223",24.6666666666667,"Healthy",24.6666666666667,"Healthy",0.512857738300678,0.212558231350022,0.406555199279946,0.592813789947022
"224",25.5151515151515,"Healthy",25.5151515151515,"Healthy",0.526405927654624,0.210201442549844,0.421157657655684,0.606080931066764
"225",26.3636363636364,"Healthy",26.3636363636364,"Healthy",0.53964435891939,0.208551162185254,0.435895893878774,0.619583556337729
"226",27.2121212121212,"Healthy",27.2121212121212,"Healthy",0.553013247165208,0.206824205052685,0.450390954379081,0.632007376674492
"227",28.0606060606061,"Healthy",28.0606060606061,"Healthy",0.565673295653292,0.205159180682461,0.464542513710428,0.644402453054836
"228",28.9090909090909,"Healthy",28.9090909090909,"Healthy",0.578658210810545,0.202957623033056,0.479045712837713,0.656225322496486
"229",29.7575757575758,"Healthy",29.7575757575758,"Healthy",0.591787311677455,0.199901806129852,0.492470002205212,0.667939423864142
"230",30.6060606060606,"Healthy",30.6060606060606,"Healthy",0.604322835394655,0.19730150786849,0.50605783586841,0.679487779127212
