// DEFI Series
// CSV File
// Firmware Version 1.02
// Software Version 1.03
[Head]
SondeName=DEFI2-L
SondeNo=0B2P014
SensorType=Q2B0
SensorType2=0102
SensorType3=60
Channel=2
Interval=300
SampleCnt=970
StartTime=2019/06/07 09:00:00
EndTime=2019/06/10 17:45:00
StopTime=2019/06/10 17:46:27
Status=01000
DepAdjRho=1.0250
ImmersionEN=1
CoefDate=2018/05/23
Immersion_Effect=1.39
Ch1=+8.496486e+03,-1.309549e-01,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=+1.169766e-02,+8.109043e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
[Item]
TimeStamp,Quantum [umol/(m^2s)],Batt. [V],
2019/06/07 09:00:00,3.6,1.43,
2019/06/07 09:05:00,3.1,1.43,
2019/06/07 09:10:00,3.5,1.43,
2019/06/07 09:15:00,12.1,1.43,
2019/06/07 09:20:00,12.6,1.43,
2019/06/07 09:25:00,1.2,1.44,
2019/06/07 09:30:00,1.1,1.44,
2019/06/07 09:35:00,1.3,1.44,
2019/06/07 09:40:00,1.2,1.44,
2019/06/07 09:45:00,1.8,1.45,
2019/06/07 09:50:00,1.7,1.45,
2019/06/07 09:55:00,1.2,1.44,
2019/06/07 10:00:00,1.5,1.44,
2019/06/07 10:05:00,1.5,1.45,
2019/06/07 10:10:00,1.5,1.45,
2019/06/07 10:15:00,1.0,1.42,
2019/06/07 10:20:00,0.9,1.44,
2019/06/07 10:25:00,12.4,1.43,
2019/06/07 10:30:00,3.5,1.43,
2019/06/07 10:35:00,10.4,1.43,
2019/06/07 10:40:00,6.4,1.43,
2019/06/07 10:45:00,10.7,1.43,
2019/06/07 10:50:00,12.5,1.43,
2019/06/07 10:55:00,5.8,1.43,
2019/06/07 11:00:00,6.3,1.43,
2019/06/07 11:05:00,12.9,1.43,
2019/06/07 11:10:00,13.8,1.43,
2019/06/07 11:15:00,13.9,1.43,
