// DEFI Series
// CSV File
// Firmware Version 1.02
// Software Version 1.03
[Head]
SondeName=DEFI2-L
SondeNo=0B2P017
SensorType=Q2B0
SensorType2=0102
SensorType3=60
Channel=2
Interval=300
SampleCnt=968
StartTime=2019/06/07 09:00:00
EndTime=2019/06/10 17:40:00
StopTime=2019/06/10 17:41:26
Status=01000
DepAdjRho=1.0250
ImmersionEN=1
CoefDate=2018/05/23
Immersion_Effect=1.41
Ch1=+8.516010e+03,-1.312680e-01,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=+1.169766e-02,+8.109043e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
[Item]
TimeStamp,Quantum [umol/(m^2s)],Batt. [V],
2019/06/07 09:00:00,5.7,1.46,
2019/06/07 09:05:00,5.6,1.46,
2019/06/07 09:10:00,5.6,1.47,
2019/06/07 09:15:00,7.7,1.47,
2019/06/07 09:20:00,8.0,1.47,
2019/06/07 09:25:00,1.5,1.47,
2019/06/07 09:30:00,1.3,1.47,
2019/06/07 09:35:00,1.4,1.47,
2019/06/07 09:40:00,2.4,1.48,
2019/06/07 09:45:00,1.4,1.47,
2019/06/07 09:50:00,1.6,1.47,
2019/06/07 09:55:00,1.4,1.48,
2019/06/07 10:00:00,3.9,1.48,
2019/06/07 10:05:00,2.6,1.48,
2019/06/07 10:10:00,3.6,1.45,
2019/06/07 10:20:00,1.1,1.46,
2019/06/07 10:25:00,5.0,1.46,
2019/06/07 10:30:00,2.5,1.46,
2019/06/07 10:35:00,4.6,1.46,
2019/06/07 10:40:00,2.4,1.46,
2019/06/07 10:45:00,4.8,1.46,
2019/06/07 10:50:00,4.8,1.46,
2019/06/07 10:55:00,2.1,1.46,
2019/06/07 11:00:00,2.2,1.46,
2019/06/07 11:05:00,5.0,1.46,
2019/06/07 11:10:00,5.2,1.46,
2019/06/07 11:15:00,5.3,1.46,
2019/06/07 11:20:00,5.4,1.46,
2019/06/07 11:25:00,5.5,1.46,
2019/06/07 11:30:00,3.0,1.47,
2019/06/07 11:35:00,5.6,1.46,
2019/06/07 11:40:00,6.5,1.46,
2019/06/07 11:45:00,3.1,1.46,
2019/06/07 11:50:00,6.1,1.47,
2019/06/07 11:55:00,5.7,1.47,
2019/06/07 12:00:00,5.7,1.47,
2019/06/07 12:05:00,6.8,1.46,
2019/06/07 12:10:00,3.4,1.47,
2019/06/07 12:15:00,7.4,1.47,
2019/06/07 12:20:00,7.3,1.46,
2019/06/07 12:25:00,7.0,1.47,
2019/06/07 12:30:00,5.5,1.47,
2019/06/07 12:35:00,3.2,1.47,
2019/06/07 12:40:00,1.9,1.47,
2019/06/07 12:45:00,7.2,1.47,
2019/06/07 12:50:00,4.9,1.47,
2019/06/07 12:55:00,6.7,1.47,
2019/06/07 13:00:00,5.8,1.47,
2019/06/07 13:05:00,4.7,1.47,
2019/06/07 13:10:00,5.6,1.47,
2019/06/07 13:15:00,5.0,1.47,
2019/06/07 13:20:00,5.6,1.46,
2019/06/07 13:25:00,5.5,1.47,
2019/06/07 13:30:00,3.8,1.47,
2019/06/07 13:35:00,4.9,1.47,
2019/06/07 13:40:00,4.6,1.47,
2019/06/07 13:45:00,4.7,1.47,
2019/06/07 13:50:00,4.9,1.47,
2019/06/07 13:55:00,4.2,1.47,
2019/06/07 14:00:00,3.8,1.47,
2019/06/07 14:05:00,3.9,1.47,
2019/06/07 14:10:00,3.6,1.47,
2019/06/07 14:15:00,3.8,1.47,
2019/06/07 14:20:00,3.8,1.47,
2019/06/07 14:25:00,4.1,1.47,
2019/06/07 14:30:00,1.7,1.47,
2019/06/07 14:35:00,3.5,1.47,
2019/06/07 14:40:00,3.6,1.47,
2019/06/07 14:45:00,3.4,1.47,
2019/06/07 14:50:00,3.4,1.47,
2019/06/07 14:55:00,2.9,1.47,
2019/06/07 15:00:00,2.6,1.47,
2019/06/07 15:05:00,2.6,1.47,
2019/06/07 15:10:00,2.5,1.47,
2019/06/07 15:15:00,2.5,1.47,
2019/06/07 15:20:00,2.5,1.47,
2019/06/07 15:25:00,1.9,1.47,
2019/06/07 15:30:00,2.0,1.47,
2019/06/07 15:35:00,2.0,1.47,
2019/06/07 15:40:00,2.1,1.47,
2019/06/07 15:45:00,2.0,1.47,
2019/06/07 15:50:00,2.1,1.47,
2019/06/07 15:55:00,1.9,1.47,
2019/06/07 16:00:00,1.8,1.47,
2019/06/07 16:05:00,1.8,1.47,
2019/06/07 16:10:00,1.8,1.47,
2019/06/07 16:15:00,1.7,1.47,
2019/06/07 16:20:00,1.6,1.47,
2019/06/07 16:25:00,1.6,1.47,
2019/06/07 16:30:00,1.5,1.47,
2019/06/07 16:35:00,1.4,1.47,
2019/06/07 16:40:00,1.4,1.47,
2019/06/07 16:45:00,1.4,1.47,
2019/06/07 16:50:00,1.4,1.47,
2019/06/07 16:55:00,1.4,1.47,
2019/06/07 17:00:00,1.3,1.47,
2019/06/07 17:05:00,1.2,1.47,
2019/06/07 17:10:00,1.3,1.47,
2019/06/07 17:15:00,1.2,1.47,
2019/06/07 17:20:00,1.3,1.47,
2019/06/07 17:25:00,1.2,1.48,
2019/06/07 17:30:00,1.2,1.48,
2019/06/07 17:35:00,1.2,1.47,
2019/06/07 17:40:00,1.2,1.47,
2019/06/07 17:45:00,1.1,1.47,
2019/06/07 17:50:00,1.2,1.47,
2019/06/07 17:55:00,1.1,1.47,
2019/06/07 18:00:00,1.1,1.47,
2019/06/07 18:05:00,1.1,1.47,
2019/06/07 18:10:00,1.2,1.48,
2019/06/07 18:15:00,1.2,1.47,
2019/06/07 18:20:00,1.2,1.47,
2019/06/07 18:25:00,1.1,1.47,
2019/06/07 18:30:00,1.2,1.47,
2019/06/07 18:35:00,1.1,1.47,
2019/06/07 18:40:00,1.2,1.47,
2019/06/07 18:45:00,1.1,1.47,
2019/06/07 18:50:00,1.2,1.47,
2019/06/07 18:55:00,1.1,1.47,
2019/06/07 19:00:00,1.1,1.47,
2019/06/07 19:05:00,1.1,1.47,
2019/06/07 19:10:00,1.1,1.47,
2019/06/07 19:15:00,1.1,1.47,
2019/06/07 19:20:00,1.2,1.47,
2019/06/07 19:25:00,1.1,1.47,
2019/06/07 19:30:00,1.1,1.48,
2019/06/07 19:35:00,1.2,1.47,
2019/06/07 19:40:00,1.2,1.47,
2019/06/07 19:45:00,1.1,1.47,
2019/06/07 19:50:00,1.2,1.47,
2019/06/07 19:55:00,1.1,1.47,
2019/06/07 20:00:00,1.2,1.48,
2019/06/07 20:05:00,1.1,1.47,
2019/06/07 20:10:00,1.1,1.48,
2019/06/07 20:15:00,1.1,1.47,
2019/06/07 20:20:00,1.1,1.47,
2019/06/07 20:25:00,1.1,1.48,
2019/06/07 20:30:00,1.2,1.47,
2019/06/07 20:35:00,1.2,1.47,
2019/06/07 20:40:00,1.2,1.47,
2019/06/07 20:45:00,1.2,1.47,
2019/06/07 20:50:00,1.1,1.47,
2019/06/07 20:55:00,1.1,1.47,
2019/06/07 21:00:00,1.1,1.48,
2019/06/07 21:05:00,1.1,1.47,
2019/06/07 21:10:00,1.1,1.47,
2019/06/07 21:15:00,1.2,1.47,
2019/06/07 21:20:00,1.2,1.47,
2019/06/07 21:25:00,1.2,1.47,
2019/06/07 21:30:00,1.2,1.47,
2019/06/07 21:35:00,1.2,1.47,
2019/06/07 21:40:00,1.2,1.47,
2019/06/07 21:45:00,1.1,1.48,
2019/06/07 21:50:00,1.2,1.47,
2019/06/07 21:55:00,1.1,1.47,
2019/06/07 22:00:00,1.1,1.47,
2019/06/07 22:05:00,1.2,1.48,
2019/06/07 22:10:00,1.1,1.48,
2019/06/07 22:15:00,1.2,1.48,
2019/06/07 22:20:00,1.2,1.48,
2019/06/07 22:25:00,1.2,1.47,
2019/06/07 22:30:00,1.1,1.47,
2019/06/07 22:35:00,1.1,1.48,
2019/06/07 22:40:00,1.2,1.47,
2019/06/07 22:45:00,1.2,1.47,
2019/06/07 22:50:00,1.1,1.47,
2019/06/07 22:55:00,1.2,1.47,
2019/06/07 23:00:00,1.1,1.47,
2019/06/07 23:05:00,1.1,1.48,
2019/06/07 23:10:00,1.1,1.47,
2019/06/07 23:15:00,1.2,1.48,
2019/06/07 23:20:00,1.2,1.47,
2019/06/07 23:25:00,1.1,1.47,
2019/06/07 23:30:00,1.2,1.47,
2019/06/07 23:35:00,1.2,1.47,
2019/06/07 23:40:00,1.1,1.47,
2019/06/07 23:45:00,1.2,1.47,
2019/06/07 23:50:00,1.2,1.47,
2019/06/07 23:55:00,1.1,1.47,
2019/06/08 00:00:00,1.2,1.47,
2019/06/08 00:05:00,1.1,1.48,
2019/06/08 00:10:00,1.1,1.47,
2019/06/08 00:15:00,1.2,1.47,
2019/06/08 00:20:00,1.2,1.48,
2019/06/08 00:25:00,1.1,1.48,
2019/06/08 00:30:00,1.2,1.47,
2019/06/08 00:35:00,1.1,1.47,
2019/06/08 00:40:00,1.1,1.48,
2019/06/08 00:45:00,1.0,1.47,
2019/06/08 00:50:00,1.1,1.47,
2019/06/08 00:55:00,1.1,1.47,
2019/06/08 01:00:00,1.2,1.47,
2019/06/08 01:05:00,1.1,1.47,
2019/06/08 01:10:00,1.2,1.47,
2019/06/08 01:15:00,1.2,1.47,
2019/06/08 01:20:00,1.2,1.48,
2019/06/08 01:25:00,1.2,1.47,
2019/06/08 01:30:00,1.2,1.48,
2019/06/08 01:35:00,1.1,1.48,
2019/06/08 01:40:00,1.2,1.48,
2019/06/08 01:45:00,1.1,1.48,
2019/06/08 01:50:00,1.2,1.47,
2019/06/08 01:55:00,1.2,1.47,
2019/06/08 02:00:00,1.2,1.48,
2019/06/08 02:05:00,1.1,1.47,
2019/06/08 02:10:00,1.1,1.47,
2019/06/08 02:15:00,1.2,1.47,
2019/06/08 02:20:00,1.1,1.47,
2019/06/08 02:25:00,1.2,1.48,
2019/06/08 02:30:00,1.2,1.47,
2019/06/08 02:35:00,1.2,1.47,
2019/06/08 02:40:00,1.1,1.47,
2019/06/08 02:45:00,1.1,1.48,
2019/06/08 02:50:00,1.2,1.48,
2019/06/08 02:55:00,1.2,1.47,
2019/06/08 03:00:00,1.1,1.47,
2019/06/08 03:05:00,1.2,1.48,
2019/06/08 03:10:00,1.1,1.48,
2019/06/08 03:15:00,1.1,1.47,
2019/06/08 03:20:00,1.2,1.47,
2019/06/08 03:25:00,1.1,1.47,
2019/06/08 03:30:00,1.1,1.47,
2019/06/08 03:35:00,1.2,1.47,
2019/06/08 03:40:00,1.2,1.48,
2019/06/08 03:45:00,1.2,1.47,
2019/06/08 03:50:00,1.2,1.47,
2019/06/08 03:55:00,1.1,1.47,
2019/06/08 04:00:00,1.1,1.48,
2019/06/08 04:05:00,1.2,1.47,
2019/06/08 04:10:00,1.2,1.48,
2019/06/08 04:15:00,1.2,1.47,
2019/06/08 04:20:00,1.2,1.47,
2019/06/08 04:25:00,1.1,1.48,
2019/06/08 04:30:00,1.1,1.48,
2019/06/08 04:35:00,1.2,1.47,
2019/06/08 04:40:00,1.2,1.48,
2019/06/08 04:45:00,1.1,1.48,
2019/06/08 04:50:00,1.1,1.48,
2019/06/08 04:55:00,1.2,1.47,
2019/06/08 05:00:00,1.1,1.48,
2019/06/08 05:05:00,1.1,1.47,
2019/06/08 05:10:00,1.2,1.48,
2019/06/08 05:15:00,1.1,1.47,
2019/06/08 05:20:00,1.2,1.48,
2019/06/08 05:25:00,1.2,1.48,
2019/06/08 05:30:00,1.1,1.48,
2019/06/08 05:35:00,1.1,1.47,
2019/06/08 05:40:00,1.1,1.48,
2019/06/08 05:45:00,1.1,1.47,
2019/06/08 05:50:00,1.2,1.47,
2019/06/08 05:55:00,1.1,1.47,
2019/06/08 06:00:00,1.2,1.47,
2019/06/08 06:05:00,1.1,1.47,
2019/06/08 06:10:00,1.1,1.48,
2019/06/08 06:15:00,1.2,1.48,
2019/06/08 06:20:00,1.2,1.48,
2019/06/08 06:25:00,1.3,1.47,
2019/06/08 06:30:00,1.2,1.48,
2019/06/08 06:35:00,1.2,1.48,
2019/06/08 06:40:00,1.2,1.48,
2019/06/08 06:45:00,1.3,1.48,
2019/06/08 06:50:00,1.3,1.47,
2019/06/08 06:55:00,1.4,1.48,
2019/06/08 07:00:00,1.3,1.47,
2019/06/08 07:05:00,1.4,1.47,
2019/06/08 07:10:00,1.4,1.48,
2019/06/08 07:15:00,1.4,1.48,
2019/06/08 07:20:00,1.5,1.47,
2019/06/08 07:25:00,1.4,1.47,
2019/06/08 07:30:00,1.4,1.47,
2019/06/08 07:35:00,1.4,1.48,
2019/06/08 07:40:00,1.5,1.48,
2019/06/08 07:45:00,1.4,1.48,
2019/06/08 07:50:00,1.5,1.48,
2019/06/08 07:55:00,1.5,1.47,
2019/06/08 08:00:00,1.5,1.48,
2019/06/08 08:05:00,1.6,1.48,
2019/06/08 08:10:00,1.5,1.48,
